name,address,score,reviews count,province,category,price,discount,description images,latitude,longitude
Homestay Halley - Quadruple Room,"Đà Nẵng, Việt Nam","4,7",0,Đà Nẵng,Homestay,250.217 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/t7rlJLM_xrjoc-91LnBAat47jLvCbkDwrwwKRxgjZsXZvKhHvpRvwqJ-DTyEHS9-whpZEzG7voLckfA8T14EMScOBwx2mh09J6wPQsRj31xLShaO7kBVHoWivhNPqc4w2GS1o3mvKjiWoLI-TXY2Dvgr_9ga-g, lh5.googleusercontent.com/proxy/nh5X1ACr9u8-zd46A0hhxXUT4oWHQQxgCKAADVja1FkVjcBnLmvTmzCQTgaLpuRNC00PeKfOSpvNzg2fQvBkdnf101obheZtPW9l7Zn_DQ55K2M6mqyGj275-XNPntlxJ1LnodmHbEbXOUbDjWHEFiCgQf7zMQ, lh6.googleusercontent.com/proxy/U_vTLlkGJkbdgjHmQel_9qrYXftZu9aNKwFaZ0c_8f_8eOxlWMhb1-z6HMLvAYOoeNlHWHLhTsyiy65d4H5fhzuKJCh8EVMU1Gcjve9IdB38bS3U6TiDVz4th0ovWSbV_qB42xjP7orMJLVDHIgzCqzdwiXAjw, ",16.04324,108.21200
ANstay -Apartment Studio close to the beach-AG201,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,562.160 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/E8Gr4kPNMq5Qv-f4p35kplOpwyn1bn04LIbtjdoChN9NjWzD3rC3GugwTp8NdWcnyGeyCScc85wuax51Fl-z3Vu2419LslqXUmG2XH2SnIFt70Rowc6PB9U2J4i_p7CmgLSgMPWXo6d6p_2cAJAmV76RW7L4EOs, lh3.googleusercontent.com/proxy/NzswhxlNy419VsUGgAN-Pz-wfNgUBl6pMPjli7-zsac5aoBT18zVDWD1_oBZJwyNOCvcQp5IUiPfvr-hRI_wguh46raSGKsRpbTf8eO6PjCgtnhK-2VPwgKMKTv0SF5yDAYIGh0focnbptSVlTF46-P-1OFzfA, lh3.googleusercontent.com/proxy/qmwXBriIk56DrF8NSDKGM0A_HvnjKGeZx04FPbTioiwhbEZuNe1K-W_EIOH5NnPC54KjwjG13TQ8HzEmYrvPjR-0X8wm9sRl6m5XxmJ3LRyvRehE2k0z1-TJq4rGHKd3JGdQLU7Rbw8zF3mvE8US1kQRP01rTw, ",16.07440,108.24139
POOL Seaview 3A - Deluxe Apartment BALCONY,"Đà Nẵng, Việt Nam","3,5",0,Đà Nẵng,Homestay,625.000 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/wsI5qOsqH_c4vkPLdSfrigr_F-zAWitgX6XKBQZgA56oc1uRJboXtb96q2EDGHRLZwXACXZUAh5_OFgC0dhG6CMzZhf-V6bJO9wUf5QM3xLBgidTvbKXVIUOqi6Gb2AohpNML1lhqUJdITAgCCtxuGSl025l-Rc, lh3.googleusercontent.com/proxy/6IPT1dxhAg04XXA6WyIOgyQ4PvKbQZDjHbiqwoqxSNixt-OWsvhorBehd17kFwwoVjiAGR0W9YJyxdmON_RCqzIKiSkofOFvnPp60wZoSiIfZZFDd7yj0XRM4wanlTYp-oYvfKsNE0Mwy0RzJLmlc_eLKskauQ, lh4.googleusercontent.com/proxy/GNWb1_Ky0Uc0q0FWX2daB8sdyqyJi3MjUiRqWgsLB-uDJyQqg0h_k0KvSLYhlmp4hi87RvEJR_R7IOEha4rGACI28EDPxtX9DMaWtd3a8Ko22fG_4QEtBcmYY3_0ch8WC7abfK_sRiOs1J2rwRGv6xBmdvwhkEM, ",16.07463,108.24150
Sena home 3#1-Near Danang Dragon Bridge-Han River,"Đà Nẵng, Việt Nam","4,6",0,Đà Nẵng,Homestay,360.667 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/-5Ae5V88qs6NfdqOO6x527TsZgl6awGjI5Mn_G1hk1tOEGMQ9PwJKFWW8cxn-uWJIHhnNoNuk4R-4cNuhMMQMfhDoE4a5QKUx5dahAIq4CU9XutJ3AOhAShNUmXfQnq6GKCXva_pAKkL_JR0GRbZftBRNtQVVsc, lh3.googleusercontent.com/proxy/YuRIQ8GoRj-dxPGagCn4hxAGpPiwATq63rzzxhspOJ4V74m8EgdPEF_Iye_9TafZKvA171f14TVky9-7Kwm-i-hcahfFzTWTn15sScfGPy_8UCGdK5V4sC8Ye40LPvF6jMeZf9h4sDlnvYsohL-eC7Vf6oivGQ, lh6.googleusercontent.com/proxy/JEWopsnu9ZIIL8ke6qdepk19So8Xh27Cu_YQNv-cjgiSiQ_kHQZxh1aHZuqkmXIr0c4vicAAS6HNvaV2VnBX9_y1lelSvCRwG8womY6wQaLUvlaL4OgjX2VOqvzJdSmF3_mfNuYGCb7ppRbGGOiOXum3k9QIow, ",16.06021,108.23151
Mira de sol Homestay,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,498.410 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/AYCSgSwbslBCEsdHTOXFAlTuKqq54r3F4D5jVoyqjrsQOO4M-LHRzoscujMYjXnmvWuKUCCHjMz0k1yxluxwDznouXa8ri1ZRI_JXXZTgY_k75rRJLNCWwGb0b9_rG-r7Fb0GLQHhAfgZj_iKlTPZwpjZeOZHQ, lh5.googleusercontent.com/proxy/joOZT0d6asUmx79ejhyxJfKSF24mipmto_zgowy4qnXfue8I-NSwr73YWuqFN6YFFunwAV5UILlQAEdofoKRiGNcRIzSOA2TTUXdLoYlYKzjti69qFWQmg_v6ABIN5xDWi8UF5BAC8oD6T0wxNBsPJ98wteeQCw, lh4.googleusercontent.com/proxy/ORcYtsF0xiFbNp2o4zsYzdk6rMoBrl1hU7TXxJP9gyycfASQF3Ndm2rUmpALMG_qBoitKsUJR1R_Rf13m6te80VJIwmYuBszpp8xYRyd7wGRpX2ieH9VoMzZHcZTIYUsqdQFqiZT1IrF2Y7jWfzBuke1rY5dhA, ",16.05033,108.24310
Sharon Hotel and Apartment,"Đà Nẵng, Việt Nam","4,7",0,Đà Nẵng,Homestay,507.771 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/YdXiWnDyFBkkkVmXWj2KL40KECzwc7Js-nPZe0R5B53bxeFhNbxRa1XCpVWQpe1eGEgFlTWJI9C7ETopQMg560i5fUpohwqLSNOEiAwS1kuPamHJs8CUvWMTnbDBYEL0dTq--mq1DsTs9LA8NCUVJXOw5RqFqA, lh5.googleusercontent.com/proxy/VLWVIU2sRNmVn_yXvupcS_yhSA8w9P4f2UgSaTaQ8zWQXzh89JfRDu32tvLBXvnEzptEZOzWJFanieBLcEpkUJRaG1SqU4hTkyeQ8q4QIYbNo7XxDHW8CKIp0k0-4F3TwxmBKwpuzJ9rBAw9kTmFqI29f-jLBsw, lh3.googleusercontent.com/proxy/S12gv0lGakIll5b5I7jgsJBMAroVd0fhXO3nEkUyFOcN2PjdrYnW7KFC-11poARd1dlPSMM1ag4ZEkrltvW6ZJF2MA6jHVdLtdzy_ig-ZZQRH8-KJZ8_kyasxjCim2QfPExgJLXjQfSHs10J8l8C7RLlGoX8JA, ",16.05496,108.24552
Anstay Homestay Apartment,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,384.560 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/n2byi7_nKmOc58dS8A8y6_BtsubuUPV1xQXTQY0OlQfrCzBzNr9sGP4_kRU9UYDIqSsHMLrlnEM6NLKKXEXHmtnYmNSov9jjhBa0xuKKUxQrol9fSBEzZl1s93_RBr6h8FVzwf9BelhCpUstfdqzI6dWjPYNkaw, lh6.googleusercontent.com/proxy/t01ftBoTYipSzwZLEMaMMPkzTGpZi55nf7ZNkQLiXS9C4TCMaG77ce0eVJijRpEHUObh7bW8R_WoIASBFDokFvUx6qcORYohtd5T-hSA7lzvOqydcYDUEs6GFQtWfSw4KhGrdx30Z0YBDHx2aD1vXG_-LSpxhBw, lh5.googleusercontent.com/proxy/PK-Tmhe4_yAsSRi6hVKo7DgQ8hrjd8OJ7T6r4LN8NufZhQ6YkEFTTKhePVXFgzqMr8eq6yfLAmVV8PeBc0D6rMhUJG7UVWG58lepbf9CiXZiJ_E47fPZCIQxBi2lYCKDhnDygnlNsb3ah2KZJDBhQDBCp5Weyw, ",16.07448,108.24139
Phuc Villa,"Đà Nẵng, Việt Nam","1,0",0,Đà Nẵng,Homestay,4.440.149 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/YgfT0XqplM8PdLVLcVPZ2ZI24BXWzQ6m1gJFJkoNknmsLhvAG_Yam7Zk0simdk_fgrWr_Lw-4zFSPKUYYNxDUexZ0CclAR3jrbqlAxDqa-A1eZbZV2IHOGqQQm9FFitkrBb71R9aBpZReO_KGVNiwt3kXnRVfA, lh3.googleusercontent.com/proxy/Jwse3JcGV9R0Y4YuNkC-6Jt3WL0-YsUf4JOTGT4K-He63v_M0UHM0cV16U3ke3ZvmqqG1n0rW5yfD3BbJSwmaX3It06L0i1Io3xJq6-v9tTJWqK1Uinl5WMeXs4QvYm1jsBBagaXebDzBYJYUp7ZTJXOmsqi9g, lh5.googleusercontent.com/proxy/XnZvYYv-G_0OgMcGvEEwcvNKM11wrPYWckxPHeLNalW8F5XqIn_1NwSaystyUoxUi7GvjOuOQHfdQKMff2GOVXHTgZKrV0pHMXSewSi56iDrDvj81uHRIJyotWgKT3_d9wkz02eZjg5HKCpJpYGSm8XyhCQXVw, ",16.03223,108.24115
Stargazer Hotel - Double Kings,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,788.889 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/TaOxX8434CNHkOCzmFQLdCiYvDKu1G20XzLb7VzeOIgOz0BC7W7dsK76d6oWFu5Ire-YTL4qIBp7M8Fqn-8uIJfR5-CiZKwNCbGRB38bGsNKTpCxTtjVZgeQF_O8waeLmYCV2lYb8eYkmvOHKynVU3NlWJiiDWE, lh6.googleusercontent.com/proxy/5irTZesCWbOCCoPDyBytWhNMTikZJGppIdEeFXsDka_dm0peIrP_XlWO-IT_tGKjcgi-eKevqxG2Uy-vUm6LdJ0KW-7XSwylijJykLEOo-pUsFYm3x9Gk_H_GF-tBCp_FLSEbnPdAAZ3b6piHwUuT4oG0qs40XU, lh3.googleusercontent.com/proxy/U-F9MK3U4L5Ej_sHJ5wKT4may_FHMhw_fP4mEOYCrR7vcjVMPtuy6Ez8qk3P3k_RMr_uRTme7f3Nlz16qz9AQJ6KDzKJOPeTOMKidMy_s0QHIOeq-luMXxN4AH-VihZ___t9KwpO3wuVrYCLIzdRFTOZT7cl9g, ",16.07099,108.22434
51 Hoài Thanh đà nẵng,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,900.000 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/gBWvzHScCe6TNDWADcx6dtkeXo1YhDKt4cq2bmNo1ZsuZeCjd03kO5ebL0VgKlt6uCXnxmG9zXMVxUuJt1sx2k0Jt6CRsN_ZyQoXlTTUE5mk1pD7jzUbu-OpXUqrXMm1iEP6XNc4OPp_49ILQwR1wBDisQjQoao, lh3.googleusercontent.com/proxy/NsZI0N6TiXVsZtR6n46o4On8g79XesK5RH17ktXhDNNamyZ3fDnE1tBm8gNY-exnBoMmHHsPRB96l0uXWL_A8n2sARbc9y7vJYJGVoyvaGbMf1GFGsSkfBDz1jlDp7J30ZQkInO7VNZcuP3ejzjErnRNZsWuIuc, lh3.googleusercontent.com/proxy/hN9RO3q70IN_kCHBDOU6lzeJ1t5ycRtqFQ3E-8bNZmJp_tlzSdKsOf60WibTP4slMcZuPInAoqdI0g37-vo-xLX0MWvuSopT2otvJZGmocOVREODbrSHwrglh92C2q3lDMqLb41g7sq3l8TCCNCPHYnuwEs6VtY, ",16.04921,108.23691
Banana Flower Homestay,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,500.434 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/PnK68iAbtRlQbH9XKJ9X1AHaYd0bIrqjtTxL1qU7M3E_sxeAGSyI5QWWBhlf9Zxu6AP9dmHe6W7cBDnc3TkfmPcACQU5P5VCGcZZKde_qJZrBZDBzbzL-pa8VmCi9GnvUz_5oavLP9ov-3wlpHn2wYEsmR2-ew, lh4.googleusercontent.com/proxy/GjTFCUVJOZN7Oj0neL-zLfWf6mJwhUSF9hSVOItlhEz718ItGQVYyN36LH1m9if1DJpPzVnCY5sOTSvu0EGmViQ7SfVLnzXpRGoJxW4AAjyrZGKvqFcL9wQZ5PFBjgYqsSFKulpGgZhFLz9OyjQXwFE87P2RuQ, lh6.googleusercontent.com/proxy/iqAgok51BRbqfGgdik02dX9iFsopnn9krmyGH7LjrT3MGjpP59oSeA4C2kmCK449AAzpAowYE_ojAjTYcCLzPV1md2de75HXROs3ia_PTFv4meHkHJwzmV3pBRKM9GYzH3QSAUckx1XHkDWPdpj0bwiITqz-nQ, ",16.07841,108.21914
Duke Casa Apartment,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,449.454 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/na3yKN7TyqAaTS2AhwTbcCbv7PxAoezfH9BZ2zcvLpQeFs37AsqIIzeo9MBf5njrJCpOOMIdFL3-7Q9w-zk163o711QTUT9w5frWDyfq6LW0-ot1mS6S_00zeSVJLeFqZK8xk2LtEDAXRef0YHsS9wvCWOcKbfA, lh6.googleusercontent.com/proxy/coEAaMWtBWFo68OXRZgftmD9uIedcchtHFtoADs44qngiGFp4k5b6FnnRN8HlfDhbkmOc6U-dDtaKBi8bDm0gRC362DiUjIjg5dXZVYnTdV6sd9WAfqdXHmBypMFFlO3144B3xHMkHGKn4QIfcP97YNY5ZZsAg, lh3.googleusercontent.com/proxy/QWk8Fpfwgu4TObPCTYwT2WPVdGPuBSAny6J3lNf1HX9JDr_IJMUVKHyzVM4Kxrf8RQndQzHRCGTPrTvk7jQWv9noJyOomHX7GpGE28gHAfvUycKdyCTainRktXnkAneX0_OoUO-BFjyahUsWGtK_W6m-qZQYcKY, ",16.07735,108.24227
Leilahome Đa Nang *5.0 . 3 Bedrooms. Free airport pick up.,"Đà Nẵng, Việt Nam","4,6",0,Đà Nẵng,Homestay,1.755.000 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/uH6_kqbE6_0uwft7Pkq9xNHgYxy5MP1By12YZ6A42g8pXajYiTfG3ly3LhDLrUR1oHXDmIvdelxTzy1DlHCC0Cm8n7aZC2KH-4q9jIDfDFtZDeUe_lbeL12VaMV3x2iglAJia7ESBTPWbeVzHBDOcGx9DnH5eJM, lh5.googleusercontent.com/proxy/cN_szcWqn2CmHX1iolrchgNGUe4pnTMSAWKL79mWFv0v6qnOJQqULb4Y4Qwi_TMcs-eKvaCnbNsT9t5gfKFn7dbsmGw2F5reVLG_jGZC1s0SmH6kn9ZiGsK84XNpNbypAmLsOn1NQzzaYLGswwrA9a0svj8OIX8, lh3.googleusercontent.com/proxy/u7psF6R9T6E45MCHh2jbCueSktOpRMmcBlM4dxaNa5AmOby73dI6B8splRRbt5AmuFnYkbrjmXT48myj8nEOAQ82sWKESBgUt3bFM3rLiqRpmplT6UG2ur5SjqE4kv1DMu6OrNjcfi5S5JSpL9f7lpQ4F1keLAI, ",16.05803,108.21704
Cainito Garden House Da Nang - Live greener,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,1.265.000 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/POaXLZBQOMzQiTbZe_2Uat5p60MJvbIJpIfsguV6fMQiCNjl3O5e19D-TLsVK8u4lruZHr0CGUHCCVpIWl1Pr050NNT0CEkkmF2GpW91n5n8luupGLcShbN0pOiL0z0hUxMYnPT1Ma7KuMYfqazhiL-OvyhR5A, lh5.googleusercontent.com/proxy/nzS3obfSUYFTGJ6F65-LcB_hxFWMCDcg26iRfJa6acPHnT2DpLyvQ6NWRV330vHsge9GqwnY_w5mbEeEGfes6HpMlS8zQk87S8tJ9sgK8Rsz5PLUl9c-x-Cj0rQ15clKvSTMMKIWfAdQ-Dg0tcewS8QJJQzaajw, lh5.googleusercontent.com/proxy/xfGW8r7vNkKnxWXMHJDzXxeqaqHltaQwXPcS1CEHQi55N3ETNi0OWrO9Kl2211DTvFMevK4ocjYmJHK23U8TWwVDPNS7ov3GpJqTJ6rKP10BR3ZWsHlBgUAEU8M13ct49-d_7Llk2AJKPIGE0bQ_qurnbWcjfA, ",16.06689,108.23166
Hoàng Thịnh Hotel & Apartment Danang,"Đà Nẵng, Việt Nam","3,4",0,Đà Nẵng,Homestay,986.700 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/NGHputMgcLvr66ALNe_58VdOoGcaB0AdgUsx61w1cppnpUo78TjXNbhvPq9VApwyYj2cXnkeRdS2eMQfXlW5yhlcaYMpmrS60eeQ-wMduhTprnxUiVDi37qu3jkYAHbZpcp-mraG1I0Q5spPaw7Kyu1FdNpG4Kk, lh5.googleusercontent.com/proxy/BXEoEckQvh_7UwQKyDnRkFW15dta8DvMmju4-Wa3PsdGJ36U14yt3R2xtOej7u3VsJqqmLOL0S3O3agJYz1aiGOTaiV8Sh4uoiibeZ_5Ge7qQtBsw3jH82ikh9a4CPewAIDMx9bSTOXpYBm2l5mrR50k4gZrow0, lh6.googleusercontent.com/proxy/V0zMWimnLtkAqjRWLqwt18NPKBHrTbeI6PVLvIgy2GXmkVCPlastphP1NQLajIbLXNcaDa9Hh0Effd45YvhV5ozIscxfr4h_iyqIL4OgdLClE8QgN8bOPgegM3Dx4KSzztpQ7T4LnS_YmGkm3H9_sziRc7fvxFI, ",16.03864,108.22352
L'amour Villa - Sauna & Pool,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,3.000.000 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/GELSvcqoLoRYRr-_U_h3DZObV_BwwfxxChUXjRjGGy5hdafVS9v-o8o575wPO6e8bOElSC22LdH67ktOIF4ebDn0Glby9WW2d-ZybTI_oPRgXer6sGn-ppk5XXc6DIBdjgycEAhsPkLr-nAM3F8fWmIdOekmQw, lh5.googleusercontent.com/proxy/K7qHiy-e9j34ZboLb_qsGZesGzkwNXCsGqk7ERr80P9MUM8HrZ6nMFeQNefkMPqpYpDdRy9wPNYeSyJLiKd-I4b2mDezKXM6qiw22cykzwtTIOx9-mx74lLrk1wKtqcb0uQ_gCJMbITty3ANnc9SqoQoMX29bw, lh3.googleusercontent.com/proxy/apRsKKKt5ULc0-u95GOo5ix2O_Q57MPpUb3plHGeCJ7duUpYBaKnU6s8XxOOP-jfNcyPoXOpTYN5agwQhO5tKVTo50Vb2ulNBqpQQTuS9XbB-0t9FMSWWpdCnqZTLG-Kbq7AhicIPHU7lnep2ikpgULAq566Qg, ",16.07402,108.21169
Apartment Len Da Nang,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,1.897.500 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/02ZQXuYGpSCnY-NgvbVjaUugRYkJ25PXBS0EKqvC6Hv6EUct8sM4lxJgpxygW80RAKxt7UvjS8B3c3dQ3G4JAL_IH1acphTmvALi-yOdGE-NG-T2YPfJNZPJC7mShBKr4EpEMtubTWs6FeRS2kpitvTI9b4Dpg, lh5.googleusercontent.com/proxy/lQJ4FTGVIWqVIZYukVJlXIvbVxOA0oqQLwbBvLhFiflCy49g5-YVWnGoqTQEXMlD4GAjSqoTHn7-1m00DBhpkPBKf-LmKWNh-xAhHcxrm2qQbIn1oYk4ejnmpXp6g5ejABcmT8mkajtc9Wqr7UNFvuQdGU5bumQ, lh3.googleusercontent.com/proxy/9evl7kL1cS4YmHZSetU9OGTQJheMVzrsBl6L43ENizsENOpTBfT9kSmVKGhJ0hNtezo6YHJJodTfo_67yZYIEnkpUSMRapJvmkrDVI7IUd61kQYAnsSaou4arsvGHpNw-fzi8LLz8U1z2B8U7jyuwwSuZKE1nQ, ",16.06113,108.22200
FSTAY - COZY AND PEACEFUL HOMESTAY DA NANG - Family Room with Balcony,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,359.639 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/WRYVmYWMDVTfUVs4jZxN28x0XMMqPTdhQ3boHI3SlADJ8Ha2vLSLgRXUEgZ7XyB-2j51dZMYeoEBYSzWN76zQKzrHOpNmAs9eldITOb9s8vX_eeE2-2QtfCBrwFxDGIL8kjp0o1scT9sZrC5YBXJKhtvSl96BDA, lh5.googleusercontent.com/proxy/HePloNE2zTJgxEm7aKDuoZ7WNauTgXW6nGILiI0xgUkB26sXsOtYbBSA3woe1idyGSF_jhokkkcgNPG-7HpcueyBDYv2h2DA9w_VW-9YskftfGzf1Y_F7k4YQtSux70A6-1gIQpsjTlYgwbcVF7MNL-BwZDxhnM, lh4.googleusercontent.com/proxy/jX4RVkKE_UOPBdlomj7wk8hwiJ-n8H-5StcpAyoLg1vjZAK8FdD46v1XzHBA41aSYabJfY4BkPpxL980jZVvmD9gRz-D13t0FcFwH8OV2Xb7ktnaB1_nehPVvIlSCV-ZR4c4YLybP9YU1G_yqDph0ovsyBdsscU, ",16.07585,108.20985
AIRPORT HOMESTAY,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,726.750 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/fSdcZ7TMgmh1CffaS1GNsSlXhySqU4XtweLt69qL7-fXyspy3JU0hrgahbxOEaJ4icx4913hTZt1fmtyyOEL-FPZwLO34LgqIoSrFdlVdha6Tk5O3S4oFyXkpP1HGkzfx0ugD8XhF_TLDfHZgQQR2QD0uUL69w, lh5.googleusercontent.com/proxy/hz5Jru_68VkeNalzn9zuh6hOQsPafyga4DXFdJbsoTK-ywb1nCCNgsaa2b3gPiCkFf3uVC1Gi4ewiLSzYhn9tzUuwtjFas16FSXo8GJuMMy4i7_XCs2NSOgWUK83G2Qk2XRl8nDIdCVJxvmNoXYZId0NO_qDaw, lh5.googleusercontent.com/proxy/NT3TAhV2bQbJkyLU5Y8bZft0O6NYd-EbBQwO1SNZ-uwH4v_WEEwIL0AqUpS69vzHOoFRLLQ-NX6IElhNVOUisc1v-j6nD3eCU5U3qjVZuO6jDyEGVB-tBw52ioc9ohAcvNjmMMARTZkZYBhBJzcSCbgw5J3cbg, ",16.05348,108.20463
Modern & Charming Penthouse 5BRs in Da Nang Center,"Đà Nẵng, Việt Nam","4,3",0,Đà Nẵng,Homestay,3.136.320 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/-3wy98I0AYygwtRBTQg4Fr9B2V05gBAxD5Z7PORfjO3u1b2IU--GWDmnOiYCy4e2O8OLY7saOJIGdUrX20kkLnXGRzt9f61vQilZPkH22qcxDm0-EjRBLk9ouonvPLBdhDpWfxHmJsl8Z6LVvWCCRUMFaB75-A, lh3.googleusercontent.com/proxy/72KXJf4_jX8Qd09RhN4kvrMGMAfSY-hzg6mqosQbESK9wFedE4O6MLEsTsx3AnvcJJuny4V3nXqxcYEFzmViRtWMd1kGqgee6X2VSIglD_fns-g70V-wmJLm5bR7kxETLd1xpWxRPGTpAsRtq2T9JgxNZwjENw, lh4.googleusercontent.com/proxy/mEwgY7YNU8VzVh5quMRP6pnL_NPhEEcuZudHk-0Dg7GHamj96OzsubXtniSBUTgcD-7XNTSS7ktESDcgL4A2qf6vvfDxsf7IRWvG6pNw8K54KXU5o2A2BwuLgAVNTBk9kJ82Fv0JDA0skJTr7couJVsROhIBXQ, ",16.08023,108.21999
"URIHOUSE 4, ROMANTIC rooftop w/ airy space & flower","Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,1.138.500 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/_Z6lBkLiwsf_o1QhOm-I-sMdjd9nvow9eWuCkphBwjuyTy3sAv6KAM-LTQzTIksXpJIBjkEHnNoie1yySnHCvV_g1YUefN8HMwZbrgJ2mcyXWeDavadFFrG0Dd2pPAuGLzZ4oH_fzmgX6iPlRLVVXgbj5gPmGw, lh4.googleusercontent.com/proxy/rAk9Fo2bPU_b18s6234KP1bCab0w6xlRErw9tKEflP7oIsHjJbAY2QGmmL-nTnzHHW6SYJRcXDlcY9osdxelu08OIjoePJNxKtwJYEVrbF-Bb3Gro6nxETyzgZTkqAD27QNgKau1z87FH4ytn6wbJImS5_8wvt4, lh4.googleusercontent.com/proxy/cv8nfiZm5DL4p90oqgW2UvpzLOUSaRTevhOT8KcUpedUTlxrtXuYVbe11jSiXaKVlsWRdJPUXpfLQE3_Fem5PiZ-Os_fYtA1CWCANzB3wkhpehA5Rs8VEpnYMmfBDfemg-Bny2iHuneaCV50mtYHLu1_NfLTQMw, ",16.07924,108.21495
LÚA HOMESTAY APARTMENT,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,480.194 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/EG5Es5Afew3XDVJ6cxlmnV-ybzsH0At_mMRj-w-tr_FM6kQ3A4cd32FFR-heTWewmeg81vHlo1813PMTlCGOhcVbQaEP7iyp2GX8tQi0Gw5zTY3pEIgZqqYVpfU7a9EeF1IB3KkZlYyFSi2ytynj8b24ZooM8ys, lh3.googleusercontent.com/proxy/Dl6NCTbDr0YGT88G2fYD25AZcAjCgNxn9Iu9B3M2SHUFqBa7_eT3rcIoE7Tko9bEiiyyhxmHD6Z1E269ICIzgoaJGYw_-rILjyOXJXC6t142IWQgAsw2m8I3fTInFdrYuWBSDvz5SXERFD3L75-EhfyMwvqgMx8, lh3.googleusercontent.com/proxy/i4kmm5_f1ciVIGWQP05Y547xcYfH35_Lzwd2ImsbG7cQWIFDDc39QzJJv9AG5YQy7KQ7KfIchzKxfu8rQXI8NyykJF-vFbKc0iUVyU_1WlR0CkxyL0tPO8RcXCBosPQDBostj1228iVB4Z6ijHGkSkvxITrq2K8, ",16.06474,108.23219
Harmony Homestay - Double Room with Private Bathroom,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,298.034 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/NPKAFwV75fI_yl-Umk9b11ug4z2DO0qHxSamYdrkCOLOpuhHcZVefXMBy_ZF1lrZBKR55OilMP9xm4wZNgENSTXTGwzLHfPSMw6_ECRjryOjAZdO3mUoSj-PDN5LQByRnEWepbTp2hrya82drG9YW7MHV0TYtlM, lh3.googleusercontent.com/proxy/VV3_F77ye-v8XHmFT1_jmjoNmbJgrH8wek4c5v1KHG6LVhhYlRjCHOnmY6EluI2hlZ4uc3ez2a23Pz1ZXUuhyt47QyksxN5G0_umKpZw0N92HPYbN97QMPkEr35UhkrFqtqH1mjSDt6oFgEVekjC2uuJ_P8xVw, lh3.googleusercontent.com/proxy/8vKHkrtAj96DDt-TtMxoEMgmKuk09_MQS9ruKFtX0FOS1rGHBBrOllRE9uMM5DuaxtmhkrkLikuivCwL5YQ50qmdQCjU-nnoDbX7_SGRjeX7ckMNSWa6WuayzkZVJqVrvJ_fdyWzAzfh-Ov7OBSehVDaNTkAGg, ",16.05999,108.20806
