hotel,price,score,avg review,reviews count,province,address,description images
Hương Sen Hotel Bac Giang,VND 1.943.100,"Đạt điểm 7,5",Tốt,22,Bắc Giang,"Số 02 đường Hùng Vương 3 phường Hoàng Văn Thụ, thành phố Bắc Giang, tỉnh Bắc Giang, Bắc Giang, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/509477141.jpg?k=e5b06c61d41652cd027061b5cd0d1fe098648522c456f5af9910fbdcfa55eb3a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/509477138.jpg?k=2295d095e5bc0de431ef47f5f3032e235d4f7f4104a4846974f376e660c08fa5&o=&hp=1, "
Trang Anh Hotel Bắc Giang,VND 1.944.444,Đạt điểm 10,Xuất sắc,1,Bắc Giang,"Song Khê 1, Bắc Giang, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/576279974.jpg?k=55cc698c06bf9b7c58802f7388d71c06807464b33e7a934ec49a0accf018b55c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/576279979.jpg?k=b0f3df9f17b04f18878e34e2958f615ad65afede9f454c6bd4201bc987c1e439&o=&hp=1, "
SOJO Hotel Bac Giang,VND 4.855.235,"Đạt điểm 8,9",Tuyệt vời,23,Bắc Giang,"08 Đường Nguyễn Văn Cừ Phường Trần Phú, Tỉnh Bắc Giang, Bắc Giang, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/299527794.jpg?k=56c312df1a8d5ffdc5718af135f88d1092b18f30ab6e67b661cfaeb2d89c40a9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/320425092.jpg?k=be83850e21dda4efe83ebf79b10ad8a98a9004f10f41c6d9cfe42b02e1695bc5&o=&hp=1, "
Sky Hotel,VND 2.429.300,"Đạt điểm 7,6",Tốt,7,Bắc Giang,"41-42 Đường Văn Cao, Xương Giang, Thành phố Bắc Giang, Bắc Giang, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/507318608.jpg?k=3664b65b1e5e538739629386af2d1f8f0523e5e94d1b99adda63bbc2faf303fd&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/508030693.jpg?k=61988c25ae96936e86e778f5de9557e04f37dbb3030b19183347be83a7ef1c2c&o=&hp=1, "
Mandala Hotel & Suites Bac Giang,VND 15.384.200,"Đạt điểm 8,8",Tuyệt vời,59,Bắc Giang,"55 Nguyễn Văn Cừ, Bắc Giang, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/332398498.jpg?k=1faf4039e757252a0959fad547f11ed12960e8711d8cae450f86805ca4000172&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/328310510.jpg?k=98c1aeb95231189d6f34e170ea99723967e6e6cd1dc57dc11bf6412df51b5f1a&o=&hp=1, "
Korea Hotel Bac Giang,VND 2.795.000,"Đạt điểm 7,8",Tốt,40,Bắc Giang,"10 Minh Khai 2, Làng Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/284370641.jpg?k=0d00f241cfbc225b0e8f9154fbba9c28a293db32359529f46f8693dc17c73b91&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/284370629.jpg?k=efb501e9082a0d967fb79356b101f69f15cff117ff7583391f6b11d69f4ffbec&o=&hp=1, "
Khách Sạn Thắng Lợi Bắc Giang,VND 1.995.000,None,None,None,Bắc Giang,"299 Cả Trọng, Làng Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/569645690.jpg?k=a43e90c21984087d3e3fb44a75874991e9b33b391bb1f90140546f0bec2ae96d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/565970741.jpg?k=7381422c7885ae983b698e7f4fa53bac9b1d6d7381e67683706dbb1ea2e6f38c&o=&hp=1, "
Khách sạn Bảo Sơn Bắc Giang,VND 1.834.180,"Đạt điểm 8,3",Rất tốt,7,Bắc Giang,"75 Nguyễn Thị Minh Khai 1, Phường Xương Giang (Điểm giao đường Hoàng Quốc Việt và Xương Giang), Làng Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/442776210.jpg?k=b068d06e0ff39b3da4bf0daaf30b858504920569adbfabc630b57e62e8114fe1&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/442768999.jpg?k=d381f81fa6cdd5f94d4b1ebbcfefb6c3ea22bea61c4bc1628b6aec84c306eda3&o=&hp=1, "
Khách sạn An Bình,VND 1.560.000,None,None,None,Bắc Giang,"Quách Nhẫn, Hoa Yên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/565242394.jpg?k=10c890248268690522b13dda5acffa2e871de2251d966d90b4b1dc1979840d8b&o=&hp=1, "
Khách Sạn Thắng Lợi 2 Bắc Giang,VND 2.000.000,Đạt điểm 10,Xuất sắc,1,Bắc Giang,"Đường Tạ Thúc Bình - Khu Đô Thị Bách Việt Lake Garden- Dĩnh Kế - Bắc Giang, Làng Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/545942287.jpg?k=34f4ae643e7533082257d1760769e360e5eaad6ad281e7929ac4d64e51cabd5f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/545942414.jpg?k=bdda1436ebc066f0961881ca8b288da0b6059be5186a1ca188a8001b9efc9699&o=&hp=1, "
Korea 2 Hotel Bac Giang,VND 4.075.000,"Đạt điểm 8,7",Tuyệt vời,13,Bắc Giang,"23 Phạm Túc Minh, Làng Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/360118899.jpg?k=c982e649153c0b8a760ee1f9d99bc9aa8707804cf1623031cafa1ae9e2e02267&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/550333818.jpg?k=47c7047f7e3cecd71e6868c6e7812f4d95ad6204571f29dd5cc4bbfa71d482e5&o=&hp=1, "
The Grand Diamond C Hotel,VND 1.250.000,None,None,None,Bắc Giang,"Số 6 Land 3 ,Đồng Lớn Quang Châu, thị xã Việt Yên, Thành Phố Bắc Giang, Trung Ðồng, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/587981744.jpg?k=424d3b0598cd5b91d5174d75fb6e3b3a78bb4c2cea2109d3f597961bc41bb0eb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/587981753.jpg?k=e514413b440f63410e6246589420b159381f0b678a1ce76c6f7018250123d7e3&o=&hp=1, "
PHU GIA HOTEL - KHÁCH SẠN BẮC NINH,VND 2.016.000,"Đạt điểm 9,5",Xuất sắc,4,Bắc Giang,"110 Đường Lý Thường Kiệt 4 tầng, Thị Cầu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/520475293.jpg?k=7dbae5ac8e1e856af7f94915e5ac26e82fd7d66fb6aff4ab8b14d7962ce050f0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/520467911.jpg?k=49a536ae6286b061cef7258ae4564f59146168803f88caff2e44953907aa0bb6&o=&hp=1, "
Hotel Như Nguyệt,VND 2.520.000,None,None,None,Bắc Giang,"khu đất mới xã Quang Châu, Việt Yên , Bắc Giang, Việt Nam C5, Việt Yên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/464236677.jpg?k=08d212986cf4f273140fbf7d4bfd52ea3e5efb00a4589aa2ea0df26c16e1544d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/464237962.jpg?k=0b943a1c0646a89b35f3afe62a3dd1ba0ad1ef87f334739c4cd3a6555e695b75&o=&hp=1, "
Haba's Homestay Bac Ninh City Apartment Projector,VND 2.565.000,None,None,None,Bắc Giang,"93 Đường Âu Cơ, Xuân Viên, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/579230137.jpg?k=f525e9ec1e1cbda573a188b80a66331fdc98ad230d61266922a2749a9f597448&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/564381274.jpg?k=130d08f9b210f5a4203d36fa82c6d2da4fbdde1d63280cfe7b6aedb7231cb03b&o=&hp=1, "
Center Hotel Bac Ninh,VND 4.450.000,"Đạt điểm 7,8",Tốt,26,Bắc Giang,"28 Kinh Duong Vuong, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/80946990.jpg?k=4982554d168646f282e93003cbfe7efc088f1f649b992405e6bd3c5556ca10b9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/80946915.jpg?k=123087dbd31d00af45a6f9513b79d3ef561d67ed67d8a8f13bb0d2b95e141e11&o=&hp=1, "
Muong Thanh Luxury Bac Ninh Hotel,VND 8.176.500,"Đạt điểm 7,9",Tốt,202,Bắc Giang,"395, Ngo Gia Tu Street, Tien An Ward, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/163589466.jpg?k=f6595e4f13c2a5f394598a838f3d92191e96af6098975642694351457f9669d4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/415833958.jpg?k=82daecbe7fd986d96822e8f43f65879f05bf96bcecb48ea1593692f994e3ab72&o=&hp=1, "
Kinh Bắc Palace Hotel,VND 5.850.000,"Đạt điểm 8,0",Rất tốt,6,Bắc Giang,"15 Đường Lê Thái Tổ, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/479373067.jpg?k=2feff340e38eb959094f848e0574723979e18fcac79f67f6eb235768e39a3637&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/519374637.jpg?k=690110c7a721122ffed94c7beec39173447b659d07132ff86a58c6c74fe47040&o=&hp=1, "
北宁格洛瑞3好酒店glory 3 hotel,VND 4.050.000,Đạt điểm 10,Xuất sắc,1,Bắc Giang,"166 Ngọc Hân Công Chúa, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/527011310.jpg?k=a5ac2c78607c116603d3c02145a38f96a5b8d01014f2bace310f5305f52a3893&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/527019879.jpg?k=a43b7ba2183d61cca91f2e01c78a7d07283c7239c33e3f28edd7378174c07b39&o=&hp=1, "
Haengbok Hotel,VND 2.835.000,"Đạt điểm 8,0",Rất tốt,59,Bắc Giang,"51 Lê Chân, P. Đại Phúc, Tp. Bắc Ninh, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/113043643.jpg?k=d1516ea08206ee28e4a179b871ace2a89c4a15dc11b23d820569ddce204bb075&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/119281559.jpg?k=89f3ddc89cd2e5780d769215c2767cc0c275017bafb6da8f7de387ada12b6162&o=&hp=1, "
Serviced apartment with pool- Greenpearl Bắc Ninh,VND 6.525.000,"Xuất sắc 9,7","Xuất sắc 9,7",None,Bắc Giang,"Đường Lê Thái Tổ, Hòa Ðình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/505519333.jpg?k=32e5891455a7ce5be3282a87a977fcf0e517b621d62fb3ca5b32e353c4a8c584&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/505519292.jpg?k=8117339e7c519a1006613cb0e5a767e420a44c7f4c6e6f2513b28ef5a03456d1&o=&hp=1, "
CD Wei Ye Na Huang Ja,VND 4.069.120,"Đạt điểm 7,2",Tốt,33,Bắc Giang,"32 Đường Lê Thái Tổ, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/559552761.jpg?k=60251e22984cfedb5e479b98a2c1c4b7981be197f4aeccd9112b9537ffe53cbc&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/559561248.jpg?k=6ef07185a6041b5ab04e2f33a954a04364673b51d16647d81172aa933eb0f44c&o=&hp=1, "
Sky Night Hotel Bắc Ninh,VND 2.352.000,"Đạt điểm 6,4",Điểm đánh giá,20,Bắc Giang,"50 Hoàng Tích Chù, Võ Cường, Bắc Ninh, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/463450092.jpg?k=6832187584c018c9b28a4f233a8df1d61c050c1419fe455d67bd510a704c1f82&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/463981334.jpg?k=553bff7322141449be471d57cd1a717d70cc77f824178093bc69931de857c62e&o=&hp=1, "
ATOUR Phoenix Hotel,VND 3.800.000,"Đạt điểm 8,8",Tuyệt vời,4,Bắc Giang,"286 Đường Hàn Thuyên, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/581796169.jpg?k=c04de4d200cd892e25863b284496c93c8d463c2a1af5d9ab903a6456f0e2c647&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/581796211.jpg?k=969840f34427b4b51257a156e9e1cb372cd760c3d0b1432e8dd9627b7dd380e5&o=&hp=1, "
lotus hotel 2 khách sạn bắc ninh,VND 2.400.000,"Đạt điểm 8,8",Tuyệt vời,8,Bắc Giang,"62 Pho Tô Hiệu, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/550543402.jpg?k=4e981898de926f4d97ba4e2dbb1f13a69a383019180041c9d04ff7561f0d7947&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/550543387.jpg?k=d8146ff66f465554dabecc70dc17c919edaa20455ae0d0133078a1f53cc86454&o=&hp=1, "
Asahi Luxstay - GreenPearl BắcNinh Serviced Apartment FREE BỂ BƠI,VND 5.184.000,"Đạt điểm 9,3",Tuyệt hảo,6,Bắc Giang,"Đường Lê Thái Tổ, Hòa Ðình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/570599248.jpg?k=4b894710be4bb1450e3f0afa9718f349beae810563330f96c7d03f50daba1a88&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/570599255.jpg?k=899a5573a612988b88cf9771e83c890bbc01a3c3ef97fe8acb64310c71e56a79&o=&hp=1, "
Motel Xuân Hòa,VND 1.496.250,"Đạt điểm 8,4",Rất tốt,71,Bắc Giang,"29 Hàn Mặc Tử phường Kinh Bắc thành phố Bắc Ninh 29, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/236479645.jpg?k=96dd6ae19b28b95580bfc5ed2ef9f2a849f3e2c6d7caf2f49054f4ee7ddd69c8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/233526549.jpg?k=03a68c3084db3dd5d9862395f5ef2e66031af5a69f15c37f5a63d07409c0e2d1&o=&hp=1, "
Moon Room Green Pearl Bac Ninh,VND 5.300.000,"Đạt điểm 9,6",Xuất sắc,5,Bắc Giang,"Đường Lê Thái Tổ, Hòa Ðình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/566295824.jpg?k=7a77f3e2af0d3b1e4c32952a885b7912c102d82be2c159d8f4be9f1ba1705df7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/568776577.jpg?k=9b9b9c79092341c2dca1751dbe1007581c2ba683fd02d21fcae4f18b6955df2b&o=&hp=1, "
Royal Phoenix Hotel Bac Ninh,VND 5.670.000,None,None,None,Bắc Giang,"16 Đường Phù Đổng Thiên Vương, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/591472022.jpg?k=6a6427fbd77f11d400bc0750a27b44c449f3df46a0c59e0db3b99bcb2f17d208&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593320096.jpg?k=8306cce6930c5d752804b94ff39aa20ac92cb5a80316d11f573086be12cf180e&o=&hp=1, "
SKY HOTEL - KHÁCH SẠN BẮC NINH,VND 2.066.400,"Đạt điểm 6,0",Điểm đánh giá,6,Bắc Giang,"36 Nguyễn Quyền, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/486695677.jpg?k=8be0a2ac6fd3222a8c48032f9d4eb56b1c79c5bb879f76dd0dec08016318e857&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/499181471.jpg?k=c6ba944482cfca0e8c6d9acc49b21710b524f88c8942d713b71528d93a62e405&o=&hp=1, "
KHÁCH SẠN HOA MỸ 华美酒店,VND 4.050.000,None,None,None,Bắc Giang,"241 Nguyễn Trãi, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/580701616.jpg?k=bd73e36d1645fe54215355ab40c2b5a853b8f44587bb6d0389c7f44663310303&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/554732344.jpg?k=4826fc76fe2c5a82bfcc79807183892075d84e141f44a92cb39fa2a75a2b6f21&o=&hp=1, "
Le Indochina Hotel,VND 8.750.000,"Đạt điểm 8,4",Rất tốt,112,Bắc Giang,"45 Nguyen Dang Dao, Suoi Hoa Ward, Bac Ninh City, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/135668312.jpg?k=fc54c6d3bdde16da8ba00bc853d2d58aa2cd6a4bb4cdc07470022017b1f0fd14&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/363096661.jpg?k=841688cd4ce6a1e080b252f0b4a5b81e70941fab36a4aef437244621a65cb5f7&o=&hp=1, "
东都明月酒店Dong Do Minh Nguyet,VND 5.500.000,"Đạt điểm 7,3",Tốt,9,Bắc Giang,"25 Đường Lê Thái Tổ, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/462201007.jpg?k=e3a34b42463c5dfb67e28610aad1426bad903c26e80e909481a7090bd54533ed&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/455096900.jpg?k=2a3be765f6207c60093273e6b6270363c8ce59bc8cfd6547c5e82077823d5f92&o=&hp=1, "
Khách sạn Hoa Mỹ 华美酒店,VND 3.575.000,None,None,None,Bắc Giang,"241 Nguyễn Trãi, Bồ Sơn, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/586474241.jpg?k=b9397ef897338b269233cda6b1399c0f9c69c79e7b99c6a6c61905d459865468&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/586472051.jpg?k=a1752e11c4cad94dfebdb84b6a3250cc7c49cad6ddb97f13824dda3df1727ace&o=&hp=1, "
Quốc Kiên hotel,VND 2.000.000,"Đạt điểm 7,0",Tốt,2,Bắc Giang,"Luy Lâu Số 22, Thị Cầu, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/360145208.jpg?k=1fe4237624bfbb43d1af839574aadb923f1f9028f4084480986f43ab40eb768f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/360153606.jpg?k=b265721e963da001a93933e33d82620a80452d4fa013689275187949c6f2334d&o=&hp=1, "
Amy Hotel,VND 5.590.000,None,None,None,Bắc Giang,"53F7+MP2, Đ. Lý Thái Tổ, P.Ninh Xá, Bắc Ninh, 220000, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/593200996.jpg?k=20e295d2a8e5edf8d9a6a19f08e9ae956e8073613c9a434ebe38c63d00478424&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593201086.jpg?k=82e47f72c337dbff9d71a237cbd90cd1d64e74e45c24c8b84f8ef8ad11c4836d&o=&hp=1, "
DOMINIC HOTEL,VND 3.750.000,"Đạt điểm 7,0",Tốt,1,Bắc Giang,"393 Nguyễn Cao, Hòa Ðình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/531593912.jpg?k=51c5a6e43084dbd9b17301afbe7db2901516f3886f6e3da6dd462a17085597e2&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/531593837.jpg?k=b65281e2c9fcfb9183f864a6eb8cc20fc4e9342cdf58fa9251e9edcb88b91fd5&o=&hp=1, "
Kaida Apartment (凯达公寓酒店),VND 5.000.000,"Đạt điểm 8,0",Rất tốt,2,Bắc Giang,"Chung cư Royal Park, Đường Kinh Dương Vương, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/557230907.jpg?k=0d27dba129d8189a56ed72773eb57aa5174cf0ce5fbdabffd58720b191d451cb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/557230902.jpg?k=eb6df5e6c26c029faf474d03ed29f2754a77040a5d1396e4c9f8feb2f87a0ea7&o=&hp=1, "
K-BOSS Hotel,VND 4.573.000,"Đạt điểm 7,7",Tốt,6,Bắc Giang,"HAI BÀ TRƯNG - PHƯỜNG TIỀN AN SỐ 160, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/157502854.jpg?k=a30a6288aa1e8ea74bb6a31943c44d854e33871b9caffc47af335b1d6d463f63&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/489369915.jpg?k=6e384711a50c972fbe3f1b589562b2bbf2ba1eef390391ba010aa940127c2215&o=&hp=1, "
Kaida Apartment (凯达公寓酒店),VND 6.300.000,"Đạt điểm 7,3",Tốt,8,Bắc Giang,"Đường Lý Thái Tổ, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/573104221.jpg?k=0b65df1ce7c571f1c4fd8c4abdb9decced98fa224e4529edcc40781a89d96b49&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/556845747.jpg?k=807e30b0f7ab29cdd688182ef1615aac675bb5fd5faef48b84b400cb2c3d7a37&o=&hp=1, "
Gold Business Hotel Bắc Ninh,VND 6.936.000,"Đạt điểm 7,7",Tốt,7,Bắc Giang,"22 Ngọc Hân Công Chúa, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/483891822.jpg?k=0a88c3b06a1627a4183f6ed5a6171a6453919b6f07fd637da6ddfc163bc9f860&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/483891814.jpg?k=219bfe4c91b77379afa6b3a7d972167e3f511b3edcac14fb0f7041995faa9a24&o=&hp=1, "
Khu du Lịch Trải nghiệm Gốm Phù Lãng,VND 1.890.000,None,None,None,Bắc Giang,"Khu du lịch trải nghiệm Gốm Phù Lãng, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/534798486.jpg?k=ec1a7842aa054720359947fa6c085b9a987c31b4705b3fb5bcb74609caa812f0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/534757216.jpg?k=e9a886f6a3e90d557b38268e9ccbb1a9697923e5f7cc457a3f1b68b3df797536&o=&hp=1, "
HP HOMECATION,VND 7.650.000,"Đạt điểm 9,0",Tuyệt hảo,2,Bắc Giang,"26 Đường Lý Thái Tổ, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/544288614.jpg?k=a580f2c8e700f405151150e7a3b562dc51f5901a83ab001a67909f2f7aeffa63&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/544288621.jpg?k=cd5806039a0365422e21db99eb2d7d9b1ab63d55b86c7c6f91c70d0ebcf1d04d&o=&hp=1, "
Kaida Apartment (凯达公寓酒店),VND 9.900.000,"Đạt điểm 8,0",Rất tốt,2,Bắc Giang,"Vinhomes, Phường Suối Hoa, TP.Bắc Ninh, Bắc Ninh, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/540250634.jpg?k=e8f498784e016b61214fa6209e26de59c5165b0ba29a8248fd1ad36b58206ace&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/545939994.jpg?k=9124205a5bb9f0dae7f664916bd79e4e077d435b94dee395be628f4bb8865c91&o=&hp=1, "
Dong Thanh Hotel,VND 2.356.000,"Đạt điểm 6,0",Điểm đánh giá,2,Bắc Giang,"Nguyễn Văn Cừ, Hòa Ðình, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/564556190.jpg?k=3c6c8281b0af7b0410315f4d2f29079f0aa31cf60f29a2054fedf990cc9c24f7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/514166982.jpg?k=7a444884d6e1b04aadf1e57f9c164a3ac384f98b5fca79a83654251f613c7be7&o=&hp=1, "
My Retreat Hiên Vân,VND 7.500.000,"Đạt điểm 8,0",Rất tốt,2,Bắc Giang,"Bắc Ninh, Chung Nam, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/531000747.jpg?k=64cfa29449205bb353b4d96291ba9990e457943189c84fa8db1a7348b548417c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/531000797.jpg?k=f3310032f58213387f784a268226fc37896cbb6b87bf5b2d0a83ab25274b9d81&o=&hp=1, "
J&C HOTEL,VND 4.250.000,"Đạt điểm 5,5",Điểm đánh giá,2,Bắc Giang,"Đường 286, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/497788880.jpg?k=f10285c779f4de30d3581bcf39a436a799960588e7c399f5945a4da48d66334e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/483886604.jpg?k=c333f50afe7e8c2fb9688a859a8492ae2b6dff7c2767f61e61b70da595ecd754&o=&hp=1, "
Zen Villa - Retreat Homestay,VND 7.200.000,"Đạt điểm 9,0",Tuyệt hảo,1,Bắc Giang,"Đường Tiên Du, Bắc Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/541801264.jpg?k=2576aef11d2e88313cf5058bd05431ec89383b03a5267afabedda90da3285155&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/541801254.jpg?k=17b2d79d2ce22b2ad30aed261eacbe41450c293cf90b7d85953da512e4dfd880&o=&hp=1, "
Ba Be Legend Hotel,VND 2.500.000,"Đạt điểm 9,2",Tuyệt hảo,147,Bắc Kạn,"Na Kieng Village, Khang Ninh commune, Ba Be town, Ba Be, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/383766355.jpg?k=774f4461c04bace0107c40f48788e2c91a2b15bb6796361176812f9b11780b7c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/510844126.jpg?k=0af2431ee891e3ed5cba8e006d6f7803d7d3f0a4edbbe8d5faea9d18b0564ef4&o=&hp=1, "
Minh Quang homestay,VND 861.110,"Đạt điểm 9,1",Tuyệt hảo,185,Bắc Kạn,"Pac Ngoi, Nam Mau, Ba Be, Bac Kan Province, Ba Be, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/78905914.jpg?k=abd8f9b4f61b8beb1fe002cc090de41ada89f55c5e52c20b84d1a960dc968cde&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/78905853.jpg?k=f3abe122f28159083dc7ef6317907d7932650e8974f9540bf6e58fd94854ec3b&o=&hp=1, "
Ba Be Lake View Homestay,VND 630.000,"Đạt điểm 8,7",Tuyệt vời,100,Bắc Kạn,"Pac Ngoi Village, Ba Be district, An Ma, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/343773193.jpg?k=b0a039d16e1e8aca00b9e145e883850a0b5f0834e76a7baf11c1a43e80e77f57&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/416990555.jpg?k=93a3a4b3c2c89d08c9572039eab9ed98f16bed96ed91ab70117079f8b0de7e39&o=&hp=1, "
