hotel,price,score,avg review,reviews count,province,address,description images
Sao Mai Hotel,VND 1.865.408,"Đạt điểm 9,6",Xuất sắc,238,Tiền Giang,"306 An Loi Village, Dong Hoa Hiep, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/398715436.jpg?k=4339a926aeac03aff217c99d34eca29fc22286e84a2f01640186ab7b11495cf5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/51449548.jpg?k=790f9bd5ffff65b6b77c347081caffd386103b55b47836e579ac0f7ee2475af0&o=&hp=1, "
Khách Sạn Lạc Hồng Mỹ Tho - Lac Hong My Tho Hotel,VND 2.720.000,"Đạt điểm 8,4",Rất tốt,201,Tiền Giang,"69 Đường 30/4, Phường 1, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/372959576.jpg?k=dd48ff4522fce8ede4fd04a6ec23d73ce3b60b2fa3ac0eb49399ba695abf37c9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/372951081.jpg?k=1bcdbcabff1567138dbc15e5383fae10cdcd30682ce0f9965de5c5e393f6f002&o=&hp=1, "
Bầu Bí Mini Farmstay Mekong - Tiền Giang,VND 1.420.000,"Đạt điểm 9,3",Tuyệt hảo,197,Tiền Giang,"Sau Au-Xoai Hot River, Xom Vong Hamlet, Thanh Phu Commune, Chau Thanh District, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/273075266.jpg?k=5c9704cdf43e15cc3195cf39f55c42952b38eb90b32c8206510f6a1446810bf7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/273077968.jpg?k=675044dfd4ea581b74a4201bd6e6c0241053d5b1b82c95f74b6c1f96652b0cc6&o=&hp=1, "
The Island Lodge,VND 11.315.332,"Đạt điểm 9,6",Xuất sắc,26,Tiền Giang,"390 Thoi Binh Hamlet, Thoi Son Commune, My Tho City, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/39924132.jpg?k=0403df2234b3f4ce18df1094203566f5157fab0b63dabb7621ced526657e55f8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/39924144.jpg?k=06c4e74c0ed3657239d14b44153db2eba45768575fce62dc10c4748fa9ef38fc&o=&hp=1, "
Song Tien Annex Hotel,VND 1.672.000,"Đạt điểm 7,8",Tốt,92,Tiền Giang,"33 Thien Ho Duong, Ward 1, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/283965442.jpg?k=90a8c31bdddb88327621cb55145f146a8444c9b964fd5b327026b60e92b21b82&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/283964813.jpg?k=e414555912bc937cfa1b0cb62c1d8da0730c8bfbf9df84eb2cc4e5c06f201a2b&o=&hp=1, "
Aurora Mekong Hotel,VND 1.360.000,"Đạt điểm 8,2",Rất tốt,41,Tiền Giang,"Road 875, Hamlet 4, Phu An Ward, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/84097416.jpg?k=95e57760f89b1eab56d3c6ae405cdce86b665d5c6183c8593c9f81044a22f7eb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/239895388.jpg?k=95dcfca187165f7c0e03ddfb4ecf9aaf105702ecb8738b0a3015b17a2b06fd92&o=&hp=1, "
Khách Sạn The Rice Cái Bè,VND 2.760.000,"Đạt điểm 9,7",Xuất sắc,3,Tiền Giang,"DH 74, xã Đông Hòa Hiệp, huyện Cái Bè, tỉnh Tiền Giang, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/561899665.jpg?k=7eed305405524d25ee2b6c3fdb532396a7b9a70945f9ed0f188c9543336922d4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/529418364.jpg?k=f9faa94599f76ace1e9ed64e93407836f153a676017f3c884c1254c80bf4ee48&o=&hp=1, "
Phụng Kim Thảo Hotel Long An,VND 1.395.000,"Đạt điểm 6,3",Điểm đánh giá,3,Tiền Giang,"49 ấp Thuận Nam, xã Thuận Thành, huyện Cần Giuộc, Long An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/487314214.jpg?k=bd4a448491cbed3a93971155d1d41f8f6259a9ba4baf11087fb9cba1abbcb161&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/489142219.jpg?k=a30138d833ea674abc7b6c9f8d2d5940ed00b7ed0f4fe81c9675f34b061d664a&o=&hp=1, "
Daisy Home Luxury,VND 4.140.000,None,None,None,Tiền Giang,"77 Nguyễn Trung Trực, Ấp Mỹ Hòa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/585310854.jpg?k=705fcacb92ed65135130e054999a6012a8ff9a4a67bf5744804467141b480231&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/585310997.jpg?k=5c20316d74b1bbe63e017b51b9c8335987ccb7e77ec66c5d8cb6ffd63f12aeab&o=&hp=1, "
Thạch Thảo Homestay,VND 1.600.000,"Đạt điểm 8,8",Tuyệt vời,58,Tiền Giang,"521 Tran Thi Dieu, Phuoc Thuan Hamlet, Phuoc Thanh Commune, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/453725450.jpg?k=75250a57dd3bd87c9d3dd1355169293c87dbc743d1c899562a47b05956fd47a5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/284823519.jpg?k=f0875fec5da9f015b01f52c72b2201f9cc15a22611ff82ce624fb3c605134c46&o=&hp=1, "
Mekong Rustic Cai Be,VND 5.004.000,"Đạt điểm 9,1",Tuyệt hảo,12,Tiền Giang,"Tan Thien Hamlet, Tan Phong Commune, Cai Lay District, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/169634014.jpg?k=a2e83796d5b3a5317ab33bc357175dd5ec7bb6a8a1dff483ec32e687a0756a2f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/169633933.jpg?k=d86bf4c6d1bb079490dbf8a23857cb042c9e96791f4cc58b904cda7b50fdbfb0&o=&hp=1, "
Ba Duc Ancient House,VND 4.268.000,"Đạt điểm 8,8",Tuyệt vời,5,Tiền Giang,"155 An Loi, Dong Hoa Hiep, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/529719615.jpg?k=fb6b594d53fd35b8166ee409fc65e424c119dc62c873d13ee87223a9a18e23b5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/529724759.jpg?k=a843a4b2078209125e09c29221b984833f0c42b105403e051df302fd297121c3&o=&hp=1, "
NGỌC LINH MT,VND 1.000.000,"Đạt điểm 6,9",Điểm đánh giá,10,Tiền Giang,"214 Pháº¡m Thanh , PhÆ°á»ng 5 , Tp.Má»¹ Tho , Tiá»n Giang, Châu Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/551034625.jpg?k=b3cae57b28619e912606833e96945c7037b1d485d006d671e187aaee6d75f836&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/551034493.jpg?k=0236bcc837b1327b77976d8cb481d29eca5b8cbc1f2ab1d340490550c7a19710&o=&hp=1, "
Minh Kieu Hotel,VND 1.600.000,"Đạt điểm 7,8",Tốt,41,Tiền Giang,"2 Thu Khoa Huan, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/38507713.jpg?k=660d27c468e528a21350bee04569a92f0ef2a0a240045775c0ca61c0035a7d12&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/38507669.jpg?k=2c3c013da077e682942de9f96f5ecd495edfaea659a86ad527106c3473213c3f&o=&hp=1, "
Rang Dong Hotel,VND 1.000.000,"Đạt điểm 4,6",Điểm đánh giá,72,Tiền Giang,"Area 4, Le Thi Hong Gam, Ward 6, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/78655585.jpg?k=19daa58fb9c72ee59c63b07518183b33871d24997d934a5ce3431c4fbf78ff5d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/267806575.jpg?k=7aebbadc1c66a2dc48985ac1a054cb09010de487bff779591443ada8b19f7246&o=&hp=1, "
M-Homey! Mini Resort,VND 7.540.000,Đạt điểm 10,Xuất sắc,3,Tiền Giang,"168 Ấp Thới Thạnh, Xã Thới Sơn, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/575782125.jpg?k=704e7adb0729a2bec540b528833b51ea5cb59e93515caeba3f578fca17dc1dd0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/557656289.jpg?k=f54392c1bfc9b6f420dbda5bcf8560d2a8a49f3030fb0b374b10140b0d869be6&o=&hp=1, "
MK Two Hotel,VND 1.160.000,"Đạt điểm 6,7",Điểm đánh giá,35,Tiền Giang,"468 Phan Van Khoe, My Thanh Hamlet, My Phong Commune, My Tho City, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/597195411.jpg?k=04b2f596269aaa8f85957b066e191288f8bc696ed8a7c88b627b4e4861bebb07&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/597196078.jpg?k=0b36de8ed28ebae70caddcd2d3a7c56df5b51bb64be8296f2567bf2d17794c95&o=&hp=1, "
Minh Tai Hotel,VND 1.200.000,"Đạt điểm 7,3",Tốt,39,Tiền Giang,"1 Nguyen Hue, Mỹ Tho, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/40247949.jpg?k=f6f9e8ac45042f49b51c86c89da4265e43f0bc6be278196873342f48a4d06f64&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/40247964.jpg?k=7086061d394da2f1c37c706b726f31ab24a62f314f94bc06bc56494faf0a18fb&o=&hp=1, "
La Hotel,VND 1.803.200,None,None,None,Tiền Giang,"Khóm 4, Châu Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/542978390.jpg?k=5c55583fc9fa77a017d98e28d2ef0eaf600f1a351cd7ce220608abff252c7c84&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/542978360.jpg?k=b2c9f4cc5657f05e104ee58a8d4ca76b0cd0cc726c05394e6b6b49b3259ca940&o=&hp=1, "
Daisy Home Minimal,VND 3.800.000,None,None,None,Tiền Giang,"77 Nguyễn Trung Trực, Ấp Mỹ Hòa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/585313344.jpg?k=a01a3a28fa85c12a781378cd3d23752fbf6045382543da41d94753c41ac5d42c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/585313474.jpg?k=7c677ff1e4dd636e37352bc281b7649add4b412bea686fd68d99c729b35b9172&o=&hp=1, "
Khách Sạn Ngọc Huệ,VND 1.000.000,"Đạt điểm 6,0",Điểm đánh giá,1,Tiền Giang,"Lăng Hoàng Gia, Ấp Bắc, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/562392198.jpg?k=b7f85601cfc0376948a9b362dbcb691a40658dd5d2cfa01d43270dff1b385550&o=&hp=1, "
68b hùng vương,VND 1.120.000,None,None,None,Tiền Giang,"68 Đường Hùng Vương, Châu Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/546743825.jpg?k=79b4950870002b17fbb7acb450393514cb450cbb9e95c14fb1323af1b4bfe594&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/546743887.jpg?k=c2800af593b66d9754842852a69abbfe3e5122ddb73dd629554f1c1a6116d80d&o=&hp=1, "
Mekong Ecolodge Bungalow,VND 3.200.000,"Đạt điểm 7,7",Tốt,24,Tiền Giang,"Hamlet Tan Luong A, Tan Phong, Cai Lay, Cai Be, Tien Giang, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/161220527.jpg?k=ab658d4a96043db66fccf16fc62b8f0d254b197ce486324ebd4a479a701cde06&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/161220292.jpg?k=8cab85f07a54b1a9d9a7fcbd3ebf705db623ffcc89867ec33488d7fff2b17727&o=&hp=1, "
Hotel Hải Đăng,VND 1.080.000,"Đạt điểm 5,0",Điểm đánh giá,1,Tiền Giang,"1278 Quốc lộ 1A, Tan Huong, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/527715880.jpg?k=da1dbc912cd23cee6114ebf58da2c9483f971590f489810d056795eae539917c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/527715936.jpg?k=396bbd7c892d621d7435d4ac70f66ee07c0aa7b16b502e390115870599455918&o=&hp=1, "
TRUNG LUONG HOMESTAY,VND 1.080.000,"Đạt điểm 7,5",Tốt,2,Tiền Giang,"199/3 Tết Mậu Thân, Châu Thành, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/545099107.jpg?k=3d492447b9cfc4c119379c9e2e55081171ad17d5522f262b6488b50da7f9c399&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/545099131.jpg?k=3c4ebfb089dd3fe1f5e9280846a49d3c92fabaf35a27ad3019b128abbd2c0c43&o=&hp=1, "
Maison de l'Amant,VND 2.000.000,"Đạt điểm 9,4",Tuyệt hảo,5,Tiền Giang,"No. 100-2, Group 4, An Hoa Hamlet, Dong Hoa Hiep Ward, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/83304123.jpg?k=dfbae4e8036f5df5584cea580297d143beea68fa2a8698101f0c39c218b9f8c1&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/80485776.jpg?k=3bd5a8da0d12a1f4d5a81db695523bb9826fba8317ef6a193326c5ced48a5f63&o=&hp=1, "
The Durian Lodge at Mekong,VND 12.000.000,"Đạt điểm 8,0",Rất tốt,4,Tiền Giang,"No 100, Group 4, An Hoa Hamlet, Dong Hoa Hiep Ward, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/43068360.jpg?k=7dafe4c953277b916f6b8877cfbe2f0aec2c989d3be5d39ee6456ad5bfc6cb22&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/60596797.jpg?k=615e96704910181cea741022e65869ff1570a1506e81406dc598812a01c01b5a&o=&hp=1, "
Resort Thái An,VND 2.516.400,None,None,None,Tiền Giang,"638 Xẻo Mây, Cái Bè, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/595310414.jpg?k=b205eb2501f424ec278819f8887b24ae695250172fdad759adf0933b217554a3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/595310436.jpg?k=0b9fb5069ccd6d41fc45e2d084184595025be839a69b95678ab4ed5f8148e4a2&o=&hp=1, "
HALA Hotel,VND 1.200.000,None,None,None,Tiền Giang,"ấp 4 xã phước vân, cần đước, Long An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/596575919.jpg?k=7b1a7f581b37a9dd492b6d506605c01145b4f81397897ecb9f89a14084e3f65d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/596575920.jpg?k=f8f64551f9475c3c4559f8d811633735cc77bdfaa30d13bdc629246bd055646c&o=&hp=1, "
Landmark 81 Skyscape View,VND 5.320.000,"Đạt điểm 8,4",Rất tốt,29,TP. Hồ Chí Minh,"12/14 Lê Thánh Tôn Nối Dài, Quận Bình Thạnh, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/594797702.jpg?k=decb1210016e7f87eb625b863ea9e4ae38c5aacb962ecb6050be0e8ece7d74cb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/594797701.jpg?k=78c59809f1981550d5d35b27e9508035d34f545892f23a295ad4d13b49468311&o=&hp=1, "
Hảo Tín Hotel Bến Thành - City Central,VND 32.000.000,None,None,None,TP. Hồ Chí Minh,"8 Cách Mạng Tháng Tám, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/598865535.jpg?k=31a1756330fadfb4edd2d0d275ff97f2de7546c54ccc64b909e0d724a85e7095&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/598865546.jpg?k=58651df0d10861bbb56c1c6de6b1f3b818619ff00bd643216f590bf4a6ac4a15&o=&hp=1, "
Journey Sai Gon Bui Vien Walking Street,VND 1.756.526,"Đạt điểm 8,6",Tuyệt vời,60,TP. Hồ Chí Minh,"9 Đường Yersin, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/558087266.jpg?k=ce064f4601ec5303aec03a4dcf666871bbab9270128d6134f308b52a42fd1d31&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/581279682.jpg?k=9c9ab47f03ea57191415cf93f0ecdac0ec76bb1bc7dc9cdddaae75e7342a4323&o=&hp=1, "
Imai House,VND 1.600.000,"Đạt điểm 7,7",Tốt,141,TP. Hồ Chí Minh,"285/68c Cách Mạng Tháng Tám, Phường 12, Quận 10,, Quận 10, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/349489968.jpg?k=82932fa4cd46935ffc56611625619c8737f0024b714bf8d1bf49be8938a82b8a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/410733555.jpg?k=afafde7ad9897cc7d4afe28c2e899fc0052ccdf3cc076a3a229c9f6b463d190f&o=&hp=1, "
The Hidden HogWarts - Nearly Bùi Viện Walking street,VND 1.088.000,"Đạt điểm 7,6",Tốt,157,TP. Hồ Chí Minh,"24/13 Đỗ Quang Đẩu, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/553993645.jpg?k=2a1e902faff5d8867dae0ecac7af674e5e0ee2a6925e5aba592fdd65e4da8132&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/569849856.jpg?k=4df1dcc51691c191ca23b54b7e90c81b0ef4e041b2839789931b125953ee1007&o=&hp=1, "
Vy Da Backpacker Hostel,VND 243.750,"Đạt điểm 8,0",Rất tốt,631,TP. Hồ Chí Minh,"33 Nguyễn Trung Trực 33/1, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/479066651.jpg?k=8a66385374ff7ea88a5abd61fa7b90aeb77ce25cbac81f8b35ef7ff142dca980&o=&hp=1, "
Istars Hotel,VND 1.001.088,"Đạt điểm 6,4",Điểm đánh giá,41,TP. Hồ Chí Minh,"585/4 Nguyễn Thị Thập, Tân Phong, Quận 7, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/543406255.jpg?k=227a00e074df4b603d7964cac7a26933c6741e29133695877d9a6ad74f64ea5f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/543405023.jpg?k=cf62b9e7bd7c6f37fd1899a1f79703bea8b3221ca10813c201ade1c1411148c9&o=&hp=1, "
COZY Hotel HCM,VND 1.354.500,"Đạt điểm 7,5",Tốt,114,TP. Hồ Chí Minh,"Đường Nguyễn Thị Minh Khai, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/510848048.jpg?k=b14dc63879aac9014e452eb3e1af5603024174df950db898becd19bd2233a740&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/510718948.jpg?k=e8676994d51d645f92d57955f556453983b02f95b4f5dd197abb2255aea4e1c9&o=&hp=1, "
CROWNE BUI VIEN Hotel,VND 1.267.000,"Đạt điểm 7,6",Tốt,576,TP. Hồ Chí Minh,"97 Đường Bùi Viện 5, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/483116287.jpg?k=8c298d34592e80b1a01caea06d6a86e93ef9760bf6d03a3ce1718e9adfbcf952&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/483136308.jpg?k=e7e00c2179ebc6e8cb0566298829659b7f8bba371ffed00babf70eff550bc92d&o=&hp=1, "
Homestay in City Center,VND 1.818.000,"Đạt điểm 8,7",Tuyệt vời,17,TP. Hồ Chí Minh,"57 Cô Giang, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/573101946.jpg?k=aeb03010137acbcab7fb0cee6a61c2b6eafcf556edf2e800e241b9aba0cbd539&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/573101979.jpg?k=145098ddc9c0db40814133891522b99f6e4629cb797ea043070077b42001d7fb&o=&hp=1, "
Vilion Boutique Hotel Ben Thanh,VND 1.800.000,"Đạt điểm 7,1",Tốt,967,TP. Hồ Chí Minh,"118-122 Lý Tự Trọng, Quận 1, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/358552143.jpg?k=9aca7bbd3c726be84bb36ae2acc5ba38d6a332a83e3ef2af88890659e226e380&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/358552148.jpg?k=2a03d1f64e4b5a8ef2d92bba55191efd6b710f4fb27fb7d1697adeebe63c1e0d&o=&hp=1, "
K&T Hotel - Sân Bay Tân Sơn Nhất,VND 1.404.000,"Đạt điểm 7,5",Tốt,34,TP. Hồ Chí Minh,"307/16 Đường Nguyễn Văn Trỗi, Quận Tân Bình, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/585817039.jpg?k=af2ab3482fe9d59fc28c7dbc5217aa835de693ccdeb98b62902fbdd2f7d34ed8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/585817040.jpg?k=1ca7272da366a3abed5d6879a258caf715cbaba9bf2606232305d63778eaf427&o=&hp=1, "
KQ hostel,VND 851.580,"Đạt điểm 8,1",Rất tốt,54,TP. Hồ Chí Minh,"25 Đường Hồ Bá Phấn, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/593359233.jpg?k=8674dce67a57a9190151a66abebab25710dcf84f598aac5d10109f1b21bfdc31&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/543387426.jpg?k=22a86c3fe6fe55459a0206e6f135aded488b7ee547a63879e6dc5b91720a64af&o=&hp=1, "
INDO Serviced Apartment,VND 1.952.000,"Đạt điểm 8,4",Rất tốt,495,TP. Hồ Chí Minh,"8A/6C2 Thai Van Lung, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/271463985.jpg?k=36c38790ce772a693afa04517e4fedb369ca921e2b1dcff6fb01673cb817900b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/269349613.jpg?k=e2d19ec02c67584d200b240eff24c80702ee9ee4119a135fc448110d5022ba6e&o=&hp=1, "
Vuông Tròn homestay,VND 1.020.000,"Đạt điểm 6,9",Điểm đánh giá,229,TP. Hồ Chí Minh,"191/34 Cống Quỳnh, phường Nguyên Cư Trinh, Quận 1, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/214918928.jpg?k=103b019cfcac44fcde29ea5b3d55d4ca997d9e57cdbd668cbb2e4d1be97ea0df&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/270821920.jpg?k=291735829e8cd66134defcfa40557eb90c1fa5d09ca8cf59b58138279ac69fb1&o=&hp=1, "
Apina Saigon - Truong Dinh,VND 2.069.100,"Đạt điểm 8,9",Tuyệt vời,95,TP. Hồ Chí Minh,"3 Trương Định, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/596644761.jpg?k=3a4e54d8bb669291f5ec79b37445e08304cb8ccccbc8e218f0d7281c968c4169&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/596644437.jpg?k=e44660cb6402e5cef6184bdf0455592f75801fcf72bae74af6e93ccfb2711031&o=&hp=1, "
Haven Hut Riverside Hotel,VND 1.906.080,"Đạt điểm 8,5",Rất tốt,95,TP. Hồ Chí Minh,"142 Đường Tôn Thất Thuyết, Quận 4, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/514974452.jpg?k=5b16c54c2d23708bf590533c1cc807e616bb29447fb6269719e543dd4d41cd4b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/509200480.jpg?k=b7fb091bd770b3fde73376c2f9ceb4ede62d95566bdef697c16215f2ea8f6b54&o=&hp=1, "
Tra My Hotel - SaiGon Center,VND 1.800.000,"Đạt điểm 7,2",Tốt,198,TP. Hồ Chí Minh,"41 Lý Chính Thắng, Quận 3, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/538049326.jpg?k=57a162e792030ac0e7f4d561025ae8449f8d256e90bb0bfe1d2150eceea6cb61&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/538049342.jpg?k=afb73b2dbd3a2e925f9bd2a473a77aa4c85691f8d9dde6c5095ce3b6dd11f279&o=&hp=1, "
HoLo Bato Saigon - Serviced HomeStay,VND 1.554.301,"Đạt điểm 8,0",Rất tốt,24,TP. Hồ Chí Minh,"43 Đường Nguyễn Văn Giai, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/485306017.jpg?k=cc5a074bd58be126bd936aaab65afff423e588e220083d41237bf06d666bc883&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/485306172.jpg?k=ab6b0bf146749b5da86d778d3f29e4b5b5cc22ad5094a71142a1aad0348f7200&o=&hp=1, "
Feli Home - Close to Landmark 81,VND 540.000,"Đạt điểm 7,3",Tốt,7,TP. Hồ Chí Minh,"180/52 Đường Nguyễn Hữu Cảnh, Quận Bình Thạnh, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/574185639.jpg?k=7f1ede2c966f8c1931fd9db1d43450b756e7d9ed699067c049edf11c2120ad15&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/574185678.jpg?k=00343bf9daad5cd7654d1d7ad47ac41de1d91b6c78f1b31133b79ab54d259414&o=&hp=1, "
Lucky Star Hotel 146 Nguyen Trai,VND 1.628.000,"Đạt điểm 8,0",Rất tốt,51,TP. Hồ Chí Minh,"146 Nguyen Trai, Quận 1, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/567475758.jpg?k=378714615ed11c116f83aa779c1277c83b373dae1d9c533b6fe5334bd5a98c31&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/567475749.jpg?k=01c50bbcad2f8de086a9d1a48e606d76e6bf11835fa74ad8f333570a2fe1a7d6&o=&hp=1, "
Lucy House,VND 1.675.600,"Đạt điểm 9,0",Tuyệt hảo,153,TP. Hồ Chí Minh,"219/14 Trần Văn Đang, phường 11, Quận 3, TP. Hồ Chí Minh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/515703514.jpg?k=6ad5ebd3945fa2503172635b19ff47f51cce3ef176bb2b03dc0ab06c6084acba&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/598705589.jpg?k=694d4adebee78ae3f9cc13c3d22c026d363654eeb7abb53cdd783e4ef7aca0dc&o=&hp=1, "
