hotel,price,score,avg review,reviews count,province,address,description images
Viet Long Hoian Beach Hotel - STAY 24H,VND 1.479.986,"Đạt điểm 8,6",Tuyệt vời,655,Quảng Nam,"Lac Long Quan Street, Phuoc Tan Block , Cua Dai Ward, Cửa Đại, Hội An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/499861367.jpg?k=8f724aae57c49e2c2618fe179f61187131ec9d031b9481a1650c2ee93105757f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/481547761.jpg?k=140518cdec03ec92916190682d47e18d9772178f212227267dc9013e060266d1&o=&hp=1, "
Hoi An Grace River Villa,VND 3.739.151,"Đạt điểm 9,2",Tuyệt hảo,355,Quảng Nam,"Lương Như Bích 15.873702, 108.333864, Cẩm Nam, Hội An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/208991753.jpg?k=35821f2167957bfb2a163c00dba3710c61b17eb81f077c1a3ab8522bb1e07a1b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/197148113.jpg?k=4dcd83ac4316b25ed7d2730d7701fc931ac8eed78c76e2a4769f02ecd493487e&o=&hp=1, "
December Hoi An Villa,VND 2.653.920,"Đạt điểm 9,1",Tuyệt hảo,831,Quảng Nam,"99 Pham Van Dong Street, Tân An, Hội An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/489013625.jpg?k=19a90af42ceddc0d3cf07d5f6a054d086354f302277778b589adf50acb5eaed9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/489013271.jpg?k=c6fd6d78eb86c31fccf77e9de9d212107e0a709153e42019f1b9205fdf1f72b1&o=&hp=1, "
Shining Riverside Hoi An Boutique & Spa,VND 4.950.000,"Đạt điểm 9,1",Tuyệt hảo,491,Quảng Nam,"191 Trần Nhân Tông, Cẩm Châu, Hội An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/269903770.jpg?k=35f52480e070362f13500eec09ceac202cf5cd9325a76eaebf34e6687b9ce300&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/269789446.jpg?k=094b08b01cdeccc6e376b9be208219c4a803dc31322067f827a5a08bb5638d32&o=&hp=1, "
Hoi An Legend Charm Boutique Hotel,VND 2.480.640,"Đạt điểm 9,0",Tuyệt hảo,141,Quảng Nam,"121 Nguyễn Tri Phương, Cẩm Nam, Hội An, Quảng Nam, Cẩm Nam, Hội An, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/569658854.jpg?k=12f28513e09df01726c9836620dac3339d87648ac48d37d906fa24d47edeb238&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/569644532.jpg?k=3b79f057488a08af165eb44a9213ab886d074928f9ef6a9ec92b7e0b9dafe227&o=&hp=1, "
Romo Homestay,VND 1.660.000,"Đạt điểm 9,1",Tuyệt hảo,96,Quảng Ngãi,"320 Lê Lợi 320/40 Lê Lợi, P. Nghĩa Lộ, TP. Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/492672884.jpg?k=cde5842c6658283e5495cd99dd0ad680a9dbafc09f3cef132594aaf7201c5aae&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/474828075.jpg?k=66ba4b8a73397d71ed4936602cbe4a0af75bd92628e6e7812e85da1ed81b2d25&o=&hp=1, "
NEW PALACE HOTEL,VND 2.182.400,"Đạt điểm 8,9",Tuyệt vời,75,Quảng Ngãi,"177 Hùng Vương, Phường Trần Phú, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/469574396.jpg?k=c26e3d8e51bf9d7f4ed1f0b612d9d2f1bd93dfd325b5f9d6fb5f2c64646618d9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/470951427.jpg?k=f4c10c1c66269b0f6e05ca0197d6bbc9f49a528e4ade268d2033927147ac675e&o=&hp=1, "
Tuyet Suong Hotel,VND 3.306.300,"Đạt điểm 9,0",Tuyệt hảo,42,Quảng Ngãi,"48 Huỳnh Công Thiệu, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/523945776.jpg?k=77963598d5896a894ad9ddca12da700b15070990e8229b09be574a1803ff3e7b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/523945710.jpg?k=11a691c0d07bf24e2017c62fdd2a213a95e091ed4dcd5a2b8fde18862a2993bb&o=&hp=1, "
Nhà Nghỉ Thành Duy,VND 920.000,"Đạt điểm 8,2",Rất tốt,20,Quảng Ngãi,"178 Nguyễn Du, phường Nghĩa Chánh, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/565454277.jpg?k=41b050e58e77d83177b9d51595da4108e0be7f90f030e2aa180fc37c2e0f88d0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/565454268.jpg?k=70489f12b3831d9a752f0208d31ff087e9737dc53797a70985bf425adb7b79de&o=&hp=1, "
Khách sạn Lavie Hotel Quảng Ngãi,VND 2.200.000,"Đạt điểm 8,6",Tuyệt vời,36,Quảng Ngãi,"214 Nguyễn Nghiêm, P. Nguyễn Nghiêm 6, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/480540165.jpg?k=379dbe368c049f916c7e048d8d685d14c39cf5be68f24b1172cc03c7f1bb509d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/480542068.jpg?k=d81ceb0716d0954a064eb5583c90a711d06cf3fa40c3d612b9a520337ec35a4b&o=&hp=1, "
Khách Sạn Hùng Vương Quảng Ngãi,VND 2.272.000,"Đạt điểm 6,9",Điểm đánh giá,41,Quảng Ngãi,"45 Hung Vuong, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/586392759.jpg?k=ada9dc0ace0e36fa7eea6645345352291264c0e85878044e7552b47cfb0df473&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/526260001.jpg?k=2c6f5dacbea24e1b8586a97c3db5af6ed77a2a42a0feef09b0c607649038e0d8&o=&hp=1, "
Tròn Home,VND 2.413.796,"Đạt điểm 8,5",Rất tốt,71,Quảng Ngãi,"340 Tế Hanh KDC Soi Đông Dương, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/274956985.jpg?k=f5beacca5cb689a4c96cf727645d0a3ae90a7547cadd362aea9e2e0fe0057801&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/274956973.jpg?k=ee0ff0e43eaf1e33795c0d7f6f8d3eeca6afb430b1a831d1e19488431789a60a&o=&hp=1, "
Turi Staypoint,VND 1.924.000,"Đạt điểm 7,5",Tốt,75,Quảng Ngãi,"B19-20 Tôn Đức Thắng, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/237656543.jpg?k=3737bbeccf4411a26db0cf68e0f420485e9ba02109161f8cbaec5b61c4868672&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/336687727.jpg?k=e0255f33c5c6bd7dbd9acc51f27cbbfaf8e712eac04d54fd18f7562098db3ea5&o=&hp=1, "
Nhà Nghỉ Thiên Tân 2,VND 1.000.000,"Đạt điểm 8,4",Rất tốt,17,Quảng Ngãi,"Nguyễn Du, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/558205387.jpg?k=2d2a97f297bd93797dc4d27638392d397d2a0b42098fe7185ab404e0790aa446&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/559280478.jpg?k=c322a20c8b9e90bc21a57b1e5e2b77dc9d99565225d34512da9f5d05f1a44799&o=&hp=1, "
NEWCC HOTEL AND SERVICED APARTMENT,VND 4.930.272,"Đạt điểm 9,0",Tuyệt hảo,44,Quảng Ngãi,"09, Đường Hòa Bình, khu Đô Thị - Dịch Vụ VSIP Quảng Ngãi, Phường Trương Quang Trọng, TP Quảng Ngãi, Tỉnh Quảng Ngãi, Việt Nam, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/402423342.jpg?k=e2661ea2c4d83c2e7793307082641c7acdfd579d3ee7259863e46d6b2b06afc9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/518130728.jpg?k=59f8b7da34ee1a9a81c36372851d33df7d3377716168c5c2c9e5453b8e94b1db&o=&hp=1, "
Aurora Homestay Quảng Ngãi,VND 1.280.000,"Đạt điểm 9,5",Xuất sắc,35,Quảng Ngãi,"Khu đô thị An Phú Sinh, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/452653236.jpg?k=7d1c1322990bfe9227117b50ad7fec81a1ecc2576778833c60452d2dd95ed4bb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/452653266.jpg?k=8a22079981bdba5ee07aa9f8d1c48d760cf68b55575b5554151a6f037597ac56&o=&hp=1, "
Khách sạn ĐẢO LÝ SƠN- AN DUYÊN,VND 1.377.625,"Đạt điểm 8,6",Tuyệt vời,59,Quảng Ngãi,"Cảng Bến Đình Đảo Lý Sơn, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/489841291.jpg?k=cac83a4afac7ca687b88bb9eaf1229ec502783366f20aca7f5d871bd6d0456a6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/290542368.jpg?k=d2edf574fc7937aebaf0bc194e573ece76b962a5c58b7c9c71114e13765c4af3&o=&hp=1, "
Hana Riverside Villa,VND 1.080.000,"Đạt điểm 7,9",Tốt,156,Quảng Ngãi,"04 Ton Duc Thang street, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/343325937.jpg?k=1115008192b057ed8e9a4ccd0a7e1fc6e006ca92d13637f0bc3e5ea52d86b726&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/253852314.jpg?k=1147bb2ec4c66ad2123dcabd5125eeaf81c86e87a78517a647d9180e1a8507e5&o=&hp=1, "
Hamya Hotsprings and Resort,VND 5.940.000,"Đạt điểm 7,1",Tốt,55,Quảng Ngãi,"Thôn Mỹ Thạnh Bắc, xã Nghĩa Thuận Huyện Tư Nghĩa, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/236435154.jpg?k=094d47813cbc0e2e735f94185a100a4a3be990ab13faa738004f33b7e1df23e4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/202686555.jpg?k=1d51155509243199ca13bf20b593b6056ce84d1de47b7047d0b3a5d65fd9d84a&o=&hp=1, "
Central Hotel,VND 2.456.472,"Đạt điểm 5,3",Điểm đánh giá,42,Quảng Ngãi,"1 Le Loi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/107113324.jpg?k=7c7f3174cbc189144af604a824a90636b06166c6cd83a11dee39fffc420ebdf3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/107113201.jpg?k=5c2226807b2472540dbdfec5a72c3c7787f8e8d172315069f35c68d793460fa5&o=&hp=1, "
PUPON Homestay and Coffee,VND 600.000,"Đạt điểm 8,4",Rất tốt,32,Quảng Ngãi,"Đường Tôn Đức Thắng, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/461938725.jpg?k=73efb4c6c5dd9c6bb64df8f63d95846ba78421d2b4a0ff7429fd620a4faaa966&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/462135661.jpg?k=7bf254cb1016d2a2012abf75855c3d06856dfcab08bcecd894dd7dd1aadf4aad&o=&hp=1, "
Cocoland River Beach Resort & Spa,VND 18.480.000,"Đạt điểm 7,8",Tốt,63,Quảng Ngãi,"Thu Xa hamlet, Nghia Hoa village, Tu Nghia district, Quang Ngai, Viet Nam., Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/518488849.jpg?k=0da25876f6372fcf39d7b75eb6162012a10519ac5728526d4b2dd2234ff31c8f&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/217248453.jpg?k=85337614c69505609443363eff01466e9863ec1c9eb115be5c0b93d59a720a49&o=&hp=1, "
Gia Thành Đạt,VND 1.800.000,"Đạt điểm 7,7",Tốt,7,Quảng Ngãi,"405 Hùng Vương, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/160401958.jpg?k=7945f7e206ed82556533c7484ad6e657a9099178c52327c0fd0b9d301b65350e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/160402759.jpg?k=e00cc48cf83339b88a96ee79e2afb0736dab530231136070d540d02b71cdc600&o=&hp=1, "
Quang Ngai Hostel,VND 440.000,"Đạt điểm 9,0",Tuyệt hảo,95,Quảng Ngãi,"15 Nguyen Khuyen, Quang Ngai City, Quang Ngai Province, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/208367561.jpg?k=8539f0b11f36c3ba18764fbb30109b0b27d5676327257459f637b8c2829c06c0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/210940669.jpg?k=eef9fd2aa8abdae32c53ddd8d74bb6d7c871413b93c3b8e578609bb83843f44d&o=&hp=1, "
Cam Thanh Hotel,VND 3.560.000,"Đạt điểm 7,1",Tốt,17,Quảng Ngãi,"01 Pham Van Dong, ward Nguyen Nghiem, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/94822717.jpg?k=d3c8cf6eab503215e5678b77ae5d34ed6a6fe02fe88d25833b172640a018d101&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/49633993.jpg?k=99c1bcbe8a9b6d726053067b628dda012996eaae79634dccfcb5e2675014c971&o=&hp=1, "
Châu Ngọc Viên Hotel - Biển Mỹ Khê - Quảng Ngãi,VND 2.000.000,"Đạt điểm 6,6",Điểm đánh giá,29,Quảng Ngãi,"thôn Cổ Lũy, xã Tịnh Khê, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/268630162.jpg?k=f0d947bbe11d7968641efbbcb259bbd5c9489b6671a808fde45da408ee1e00e9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/268631290.jpg?k=252287bb09d2f09d9f96e512a726fb063c1be181e2fa2ce5603e751acd451ff8&o=&hp=1, "
Nhà Nghỉ Thiên Ân 2 - Số 142 Bà Triệu,VND 720.000,"Đạt điểm 6,5",Điểm đánh giá,36,Quảng Ngãi,"142 BA TRIEU P.LE HONG PHONG TP.QUANG NGAI , Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/450209778.jpg?k=ffdc5cb57bacf6b2346dd3336e1acedffca6051cc33fda3f41dde547f457b875&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/450209722.jpg?k=fc7ff8c27ce6c29e6495841a9b512872e38c9e6caae9bf5459562d2d75e75df1&o=&hp=1, "
Thanh Lich Guesthouse,VND 1.007.320,"Đạt điểm 8,8",Tuyệt vời,117,Quảng Ngãi,"702 Nguyen Van Linh street, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/59371890.jpg?k=a559410c1c32c3588508445c496bcfbe0b8d382324ea2b7ef5290f26b395d5b0&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/59371895.jpg?k=47496930c0c348e01b4cc7c50e2d797a9ddbb96d6a31c452ff7cf993f12a1a58&o=&hp=1, "
Nhà Nghỉ Hà My,VND 1.200.000,"Đạt điểm 7,9",Tốt,8,Quảng Ngãi,"Khu dân cư Soi Đông Dương , Tịnh ấn Tây , thành phố Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/484786285.jpg?k=2a8b04ff3964b6a2e219e6cb3d8cc1a5302a9e016d18659f1c05b88a4f903d4d&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/484786513.jpg?k=b6d9a6587f6fc00d3b7be4768519d808039378de049fa0067bfbe21fdef95481&o=&hp=1, "
Nhà Nghỉ Bắc Nam,VND 1.000.000,"Đạt điểm 6,4",Điểm đánh giá,5,Quảng Ngãi,"28 Đường Nguyễn Du, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/479885123.jpg?k=7beefa31def9e0dfb06d69b3fd46e8b16d092ce8b9d4dbefeede7d19f1880d20&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/479885318.jpg?k=03a5137b831ffe982dd82c3dbbd99b4c434459cc834d5bba4cb6e39ab654b81b&o=&hp=1, "
Phat Dat Hotel,VND 1.000.000,"Đạt điểm 5,8",Điểm đánh giá,29,Quảng Ngãi,"52 Pham Tuan, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/147989202.jpg?k=c8233ec5809a985183355d85b2b418eb3c2d0404391ac45c99d7153ed10d44f1&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/148829388.jpg?k=44223c34191f0e788886de23d7ebd5a211378c87d62d0549137786e919241f3b&o=&hp=1, "
Phu Loc Motel,VND 1.040.000,"Đạt điểm 6,4",Điểm đánh giá,31,Quảng Ngãi,"16 Le Thanh Ton, Quang Ngai, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/130586670.jpg?k=48c7dd049bc3129f1197aedb435968fb6e6cc10d099fdfeed55818e3bd0df932&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/144620282.jpg?k=9bfae880ed7032d4bafd9f7fcf3e568f0bf9ce9abc11ef4b58714216092660a2&o=&hp=1, "
"Nhà nghỉ Bình Yên - Miễn phí khăn lạnh, nước suối. Giá chỉ 40k/1h đầu (giờ sau +10k)",VND 578.340,"Đạt điểm 7,7",Tốt,4,Quảng Ngãi,"46 Nguyễn Trãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/516818103.jpg?k=55ca64a346306a9f02974479be85b804ac2d1efd0657a120ae45118e91141461&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/516818105.jpg?k=5e4ad217bc7c28e88db203c98fe221163edc589ade6e1d5dcdd147e559a56361&o=&hp=1, "
My My Hotel,VND 945.200,"Đạt điểm 7,1",Tốt,19,Quảng Ngãi,"307 Tran Hung Dao, Tran Phu,, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/117330010.jpg?k=128a778011cfc33fb36ef5d0198f952a50debf9d3739f9a3f7b8af160b2d5e6a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/117330012.jpg?k=9c08f5e2936e8d92a8126d7b2fbc397128425604c16db933e549e3f1bee11d41&o=&hp=1, "
Dai Thanh 1 Motel Cang Sa Ky,VND 920.000,"Đạt điểm 7,3",Tốt,80,Quảng Ngãi,"QL24B, Thon Dinh Tan, Binh Chau, Binh Son, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/564202503.jpg?k=4b0bddd4d0c7ef7b063ab9f9f32651c8f65a6ae2e999c4214c911439ab511b38&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/176813345.jpg?k=447ccf37e8cf224ccf95142e3a7f8ae3171ef5e3a247357c3b7fee86c47f3e50&o=&hp=1, "
Khách sạn lê lợi,VND 3.320.000,"Đạt điểm 7,1",Tốt,75,Quảng Ngãi,"17 Lê Lợi 17 lê lợi thành phố quảng ngãi, 570000 Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/554457266.jpg?k=0ed510b99c92265f1c5e99bad5486569473892deabfa32889ff6725bb0cac877&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/554460459.jpg?k=a12a5f62a30da8ecf7c473dd31f4e9af779f1b4afd709a00e111764cebc83e13&o=&hp=1, "
khach san thu thanh ly son,VND 1.080.000,"Đạt điểm 9,2",Tuyệt hảo,17,Quảng Ngãi,"huyen dao ly son khach san thu thanh, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/282527358.jpg?k=889bfbc3d340fc17a946423cf60c57f1321f88802972f7a0730dcc5c9ec68246&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/533359398.jpg?k=367f2d448fdac8b9dab42f3367653381eae31257ccab32150a805079886efc9d&o=&hp=1, "
BB Tài Thịnh,VND 1.200.000,"Đạt điểm 8,5",Rất tốt,2,Quảng Ngãi,"Đinh Tiên Hoàng, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/476848608.jpg?k=a92d35f7e37add2d897f418eb940b15652927d0f6cb67bae63a68c5caeff13b8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/476851454.jpg?k=b20242e6c3f98a2c36110dbf8c31702eb3acc706a33c9b8d88e665d11472faea&o=&hp=1, "
Nhà nghỉ Thanh Mai,VND 900.000,None,None,None,Quảng Ngãi,"30 Nguyễn Du, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/582773548.jpg?k=041e75375f0bf62e3d67966006f04d7aace3354bf0555f08cc35f8acf1282371&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/582773612.jpg?k=d3d02c8f4d72bc69f932bca7d11c0cce307dba97cd18c2f9a6141b9ddf61ad07&o=&hp=1, "
Khách Sạn Tuyết Linh Lý Sơn,VND 1.000.000,Đạt điểm 10,Xuất sắc,1,Quảng Ngãi,"Thôn Tây an Vĩnh huyện lý sơn, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/541562729.jpg?k=f34324dd90e72e03263f4c74b545cc58830814c05fb80548fd7cfe64ec681802&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/541562393.jpg?k=d2878050c1f9a86b4bcd1ed808865145149973a5b6cfd78f2f5906ce9fbd5dad&o=&hp=1, "
Mộc Coffee - Hotel,VND 1.200.000,"Đạt điểm 8,7",Tuyệt vời,3,Quảng Ngãi,"Thôn Thanh An Xã Nghĩa Phú, Tp. Quảng Ngãi, Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/528359820.jpg?k=87f7d07e1109099da655fe22ab317ce37a6a89bf4bdf23246390192d9f2d0cae&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/547747416.jpg?k=4458007c2fc4e8ca5c7c0c326aa91920aefd6fe093f07cf5f0c9f6d15a7f7793&o=&hp=1, "
Nhà nghỉ Bá Thành - Lý Sơn,VND 1.000.000,"Đạt điểm 8,4",Rất tốt,10,Quảng Ngãi,"KDC số 7 Đội 7 Thôn Tây xã An Hải huyện Lý Sơn tỉnh Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/525934010.jpg?k=aa1b9c1438b26d20e6a1900a06ea3f9578d961d3f61b6d54b8eca8917a0a6073&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/296334702.jpg?k=90789524878c8b092b6e531ac9d2a359ead200ff235f78b2a6c071b672e070aa&o=&hp=1, "
Nhà Nghỉ Thành Đạt,VND 1.000.000,Đạt điểm 10,Xuất sắc,1,Quảng Ngãi,"Lý Sơn Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/363909846.jpg?k=ccaa2475d07169fc7953872e746c0a8260e1c299c822bfa7e545b827a50d7581&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/363909924.jpg?k=950b8f05caff58ab2c4248e189d474b53d2d1c7e54b7440eeb3604a827e0ef11&o=&hp=1, "
Homestay Văn Ngọc,VND 800.000,"Đạt điểm 8,0",Rất tốt,1,Quảng Ngãi,"Lý Sơn - Cù Lao Bờ Bãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/565857044.jpg?k=37abe587947fde70e9f67202fb364c3fba8bcc16eeb24eb370850fa93fdbd239&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/565857051.jpg?k=e753551aad5b4273da748f030ef6cc160b92d197f5bdb9605e912f7d7a590c56&o=&hp=1, "
Farmstay Đảo Xanh,VND 900.000,None,None,None,Quảng Ngãi,"Thôn Đông An Hải, Lý Sơn, Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/507162581.jpg?k=69ee5d47dbb49df5e5fcd2859163fdc3eab61193979b7cb6b1c65e74d1584f63&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/507162659.jpg?k=f645883d59e14e10f578654ab478fb021a77c1038e1f77fdb5834c2a135fccbb&o=&hp=1, "
Nhà của Mụp,VND 2.640.000,Đạt điểm 10,Xuất sắc,1,Quảng Ngãi,"Lý Sơn - Cù Lao Bờ Bãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/549440268.jpg?k=e174df381f9c7ece88cf6a7a1f1bbb2a8b930cbae3c29f9d2b87981bf145de22&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/549445362.jpg?k=51789754629c33bf54c15c958288d4f45fc59cd99c67139394822a33356f8010&o=&hp=1, "
Lotus Home Quảng Ngãi,VND 24.000.000,None,None,None,Quảng Ngãi,"Thôn Kỳ Thọ Nam 1, Xã Hành Đức, Huyện Nghĩa Hành, Tỉnh Quảng Ngãi, Quảng Ngãi, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/546163125.jpg?k=81000a3788c54a3489a8596562912296a53d62a50da01f24d6f2a1ac8cb7b1b5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/546163155.jpg?k=2bf41a656264417691b0c38bae65a60c1ef44fa2114cb8b95d64e595a685f67e&o=&hp=1, "
Ngọc Ánh Hotel,VND 1.800.000,"Đạt điểm 9,5",Xuất sắc,11,Quảng Ninh,"04 Nguyễn Trãi, Thị Trấn Cô Tô, Cô Tô, Quảng Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/552029093.jpg?k=c42b6203d6d2f9f06d80638fdfd784f5d5d2de0f18a9e878ee5ae77f01c92ee4&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/552029262.jpg?k=bdf9bd44626563277bf7edd281101d86c41856e8a52193b79df20cd01f5bc598&o=&hp=1, "
Song Châu Villa Quan Lạn,VND 3.087.000,"Đạt điểm 8,5",Rất tốt,67,Quảng Ninh,"Thôn Thái Hòa, xã Quan Lạn, Quảng Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/361947435.jpg?k=ede101124eb692bf431e56a25095894434d0c64397b2c4cf3bd2db2131ebcebc&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/362027190.jpg?k=d9d524688839bd5d0e4cd04bd546d27e1b9efbf6342a34d84805d9eb3d277975&o=&hp=1, "
khách sạn Tuân Thủy đảo Quan Lạn,VND 1.320.000,"Đạt điểm 8,0",Rất tốt,2,Quảng Ninh,"số 63 đường Lý Anh Tông, thôn Thái Hòa, Quảng Ninh, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/584652650.jpg?k=e4558eff9fe45ead064d961be142e793106587f46772b5dc7caf504fda7d054b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/584317252.jpg?k=6c022e76dfe9324c11bfa27d29542426b1da780fef4e3e26d209ea6b83dcdbc4&o=&hp=1, "
