name,address,score,reviews count,province,category,price,services,description images,latitude,longitude
Chùa Từ Đàm,"1 Sư Liễu Quán, Trường An, Huế, Thừa Thiên Huế, Việt Nam","4,6",778,Thừa Thiên Huế,Chùa phật giáo,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipM1Wo1xAV5dTRAupNEF4S-S5tA8cWMuya_00sr1, https://lh5.googleusercontent.com/p/AF1QipPxZy2YKpO9qGmqwipY28MMk64QgILLwQb8AMFs, https://lh5.googleusercontent.com/p/AF1QipPnTJroHCYAq2DgT34XZtpV6Tx1v2JWViCzHgVn, https://lh5.googleusercontent.com/p/AF1QipORhPSF_NJzgQCeYo0ZtCb8DI1mF31BVw_bWYEL, ",16.45174,107.58155
Vườn Cơ Hạ,"FH9H+9CQ, Đoàn Thị Điểm, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,6",84,Thừa Thiên Huế,Công viên,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipOjAkxVu8wA1fHhNGM6o6_le0ffeeMkN4mwc58Y, https://lh5.googleusercontent.com/p/AF1QipMHOwzj9r1rIM9Hzrz8sPGT2sXK0hOTKZekFdGJ, https://lh5.googleusercontent.com/p/AF1QipMR3n8ujoJ88tpWJEM_gTbWCoLsoszdbDtV1vj9, https://lh5.googleusercontent.com/p/AF1QipNU1viJIcCjVtthS9kiyjGrUnUAoQBEWEgHB4iC, ",16.47177,107.57887
Lăng Khải Định,"xã Thủy Bằng, huyện Hương Thuỷ Huế Thua Thien-Hue Province, 530000, Việt Nam","4,4",13.075,Thừa Thiên Huế,Bảo tàng địa danh lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNp5Wt28b0ptaQh4_6MOu7Dg8KKxzf9y6xqC9TP, https://lh5.googleusercontent.com/p/AF1QipOhmAyheIzKjldBY8HAeJ4P8mv8ppFMHBm4cPFu, https://lh5.googleusercontent.com/p/AF1QipPOd_5iJRVp65ax76J-cKGzwqKLdo4-Jlb9l2Sr, https://lh5.googleusercontent.com/p/AF1QipPlfc_MT64DCjSEGISnUIXS9OY-OWqMlO2R-HcS, ",16.39902,107.59036
Bảo tàng Cổ vật Cung đình,"03 Lê Trực, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,5",1.141,Thừa Thiên Huế,Bảo tàng,"1,98 US$",,"https://lh5.googleusercontent.com/p/AF1QipMEmsGmvGcGyST69Amz4OoANuNF3-tB_nkYmCRE, https://lh5.googleusercontent.com/p/AF1QipO9cN7mbAcYMXlnnhi5MjI36jqhDgJwITuLWjoA, https://lh5.googleusercontent.com/p/AF1QipPD4V78mY-fllpytMs6Rm7WivYOiGmcEM3Vdtih, https://lh5.googleusercontent.com/p/AF1QipOp20WaZnsxRd8ghDVw-Aw8CEjLEGX6VCTadEWt, ",16.47134,107.58208
Cung An Định,"179 Phan Đình Phùng, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","4,5",2.023,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipPLFC224br29yPw_IHdKl4rin-E6_pkRyjtw_gN, https://lh5.googleusercontent.com/p/AF1QipMZ9ej5zJmqefA-r4woJuGiFiWlekzx7TsSJlJp, https://lh5.googleusercontent.com/p/AF1QipNtOV3iWWq1XnzVXkPGijBDHe6CbZykHpWBktSO, https://lh5.googleusercontent.com/p/AF1QipPpNHEULpb4FqNg49fZEUdhCQYIKTT6je40gPQe, ",16.45666,107.59828
Cây Ngô Đồng - Phim trường Mắt Biếc,"GFQH+59F, Thôn Hà cảng, Quảng Điền, Thừa Thiên Huế 530000, Việt Nam","4,6",176,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipOOo4mq4W5Q6H1HllKfGMSUsSO2_-WOYjtWb8LD, https://lh5.googleusercontent.com/p/AF1QipOzxS33g_-h6EMs8xZpFsYrd3E-1kZyMwoxh-b-, https://lh5.googleusercontent.com/p/AF1QipOkuc349FKWfy7JAUADAH4GNHbMTllYYd250xYq, ",16.53794,107.47844
Công viên Thương Bạc,"đường Trần Hưng Đạo, Phú Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,6",855,Thừa Thiên Huế,Công viên,Không có giá,"Cho phép mang theo chó, ","https://lh5.googleusercontent.com/p/AF1QipPItjY4Spy64C5YQFM3pjmDSH-LW31es2uS2I1n, https://lh5.googleusercontent.com/p/AF1QipN0PSJBIsP3WWP_dA2C8X_zMK2F5Zx4wtXDQ4O9, https://lh5.googleusercontent.com/p/AF1QipPl8FoRTwAOeKXxXJgBKylbpxv16rucX0GcGQf8, https://lh5.googleusercontent.com/p/AF1QipPUK2fhLXNJg3mDVmAJLqImslXgkY5s4VYHFOOF, ",16.46882,107.58605
KHÔNG GIAN VĂN HÓA NGHỀ TRUYỀN THỐNG HUẾ VƯỜN THIỆU PHƯƠNG,"FHCH+C8R, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","5,0",24,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNWkeKVPCCcQOVCRBMGwjpcATjTK2mujQYhXwY6, https://lh5.googleusercontent.com/p/AF1QipOd4sR31Osxrj6pLw9XZD_S2NjIPiKP-KK5O_e_, https://lh5.googleusercontent.com/p/AF1QipNryVaQS9jIi6T1zFLDiVMMVTttopnVtdV-yqEB, ",16.47112,107.57826
Phố tây Huế,"29 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,4",272,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipProOn3b5hlrfDSIKzBj1jCnhXC-OdDKPsiVaUi, https://lh5.googleusercontent.com/p/AF1QipMwWwWh8T5v3MEol7PQ0qdmEzSsvqyp5vXz7Oyp, https://lh5.googleusercontent.com/p/AF1QipNIX_oytda3FAtL3dOmqJxarqTaF0bV28eQLYo1, https://lh5.googleusercontent.com/p/AF1QipN1zr4Lvr_0FRlf_5fvAppxqMVifU3GpsrkRx3l, ",16.46982,107.59539
Thiên Thọ Lăng - lăng mộ Gia Long Đế,"Hương Thọ, Hương Trà, Thừa Thiên Huế, Việt Nam","4,7",795,Thừa Thiên Huế,Địa điểm lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipM6Zy3TaN51yuwJHCAVzn-s4vicD6-nlgx-ZMaf, https://lh5.googleusercontent.com/p/AF1QipMYti7fZj9Wl3CV-sMwVnzvAZuggjMp0-s9SGmx, https://lh5.googleusercontent.com/p/AF1QipOu6ROwf-woB32jcdIsyMJySNhPTE7Z5ENDQVSe, https://lh5.googleusercontent.com/p/AF1QipM14R9UJ78oSAAs2f2HtA28165Axh8DQfCJ4W64, ",16.36191,107.59655
Tư Lăng - Lăng mộ Đồng Khánh Đế,"CHH9+XXH, Đoàn Nhữ Hải, Thủy Xuân, Huế, Thừa Thiên Huế, Việt Nam","4,5",262,Thừa Thiên Huế,Địa điểm lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMGFcr4gI38qq4oxioR15fUYkjK1UHIH8MV1V_j, https://lh5.googleusercontent.com/p/AF1QipOfoOr4heI1642BrpF5KYbiUrJj_u1Ysm-Hiepj, https://lh5.googleusercontent.com/p/AF1QipNG2dZZ9z8sJwGtl1uC59A7S-PFVH9SXfj8Z18, https://lh5.googleusercontent.com/p/AF1QipOGIkHf07IpcawNssgNHbY-73i44M1bJynv20E3, ",16.42993,107.57000
Tam Tòa,"FHCM+GMC, Tống Duy Tân, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,6",14,Thừa Thiên Huế,Địa điểm lịch sử,Không có giá,,,16.47132,107.58413
Ngọ Môn,"FH9H+3MF, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,6",1.539,Thừa Thiên Huế,Tượng đài,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNC4hNOAViUD9SU2Ou54aTS2DdoyqU_9NPSUkbg, https://lh5.googleusercontent.com/p/AF1QipO3mENvMaCzFhyc6JTVFxothoK2TZx-j7eOc-jU, https://lh5.googleusercontent.com/p/AF1QipNwQPM-kpo7lSp4gJVFNdO4cpGelAJ0-R-NsEzu, https://lh5.googleusercontent.com/p/AF1QipPjaEL4NRJauTWnUZYaY5TanUDzTho4PkwZ5427, ",16.46769,107.57917
Edufarm - phố cổ Bao Vinh,"GH5F+V7P, Triều Sơn Nam, Hương Trà, Thừa Thiên Huế, Việt Nam","4,4",101,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipOAciP0_XWk2VdQ9oCj_qVoJtivjDwEdAZh4wKw, https://lh5.googleusercontent.com/p/AF1QipP6FrqGsgpS9jCfeVcfnijicX-FaBqldlXjo79p, ",16.50932,107.57415
Điện Khôn Thái,"FHCG+5RJ, Phùng Hưng, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,5",43,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMRdkh57h9Yip4t2J2Y_iPFUrhY73um_fPyBGAA, https://lh5.googleusercontent.com/p/AF1QipMKOvYdBTpKhSLg2pI4uS_fD_5zbzkAeL1yPXTT, https://lh5.googleusercontent.com/p/AF1QipNmdYqdUJ05kbo98qHO4yF0-Bcz5_X3sm1flcVQ, https://lh5.googleusercontent.com/p/AF1QipPixF2LA1Asj__OkITulZbnnsaK2Tk8iX3A-eIl, ",16.47045,107.57701
Hổ Quyền,"373 Bùi Thị Xuân, Phường Đúc, Huế, Thừa Thiên Huế, Việt Nam","4,1",317,Thừa Thiên Huế,Điểm mốc lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMQJ2rf6WIDhiM8UlI2UuQ430Rz2WYQeEV0n5fS, https://lh5.googleusercontent.com/p/AF1QipMsUMuBuOHgASok2AT7fDxdxX2LjSWSzLlXCPKk, https://lh5.googleusercontent.com/p/AF1QipPKxCDQl2Gbe5BvaBDzsp3aziM3aYYMeZEPjCVK, ",16.44849,107.55457
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH PHỐ CỔ BAO VINH,"FHWG+MHC, Hương Vang, Hương Trà, Thừa Thiên Huế, Việt Nam","4,3",100,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipN2-vMcf6Bc_qnc29RjojNc7rSZ8PocpRIAKaFk, https://lh5.googleusercontent.com/p/AF1QipMJ7nvduABgBDInZ9Xr9kHhtmVvW2UhHdWS0Wxe, ",16.49669,107.57638
Bến Trà,"5 Lê Lợi, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,9",11,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMiLv-SwIqWCKEoOd2XA19gEKcEP40ljbFSY6y9, https://lh5.googleusercontent.com/p/AF1QipMjRhzMzI2wTBqNpI1H4yKmRH-2C0USZmkLTAuy, ",16.46073,107.58011
Tp. Huế,Không có địa chỉ,Chưa xét,0,Thừa Thiên Huế,None,Không có giá,,,16.45334,107.51198
KHÔNG GIAN NGHỀ TRUYỀN THỐNG HUẾ,"15 Lê Lợi, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,9",33,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNW2vYOJ2dwNJo2GllXr8ogXCe6zVxq9SDodTNE, https://lh5.googleusercontent.com/p/AF1QipNA7DxgTJbNogYNRYXluaGf6z6AiXsbQbowBibZ, https://lh5.googleusercontent.com/p/AF1QipMOqGpyRbNqhLaJ-cwaHi1E-SjoSyb095prwIk, ",16.46584,107.58834
con đường bích họa Huế,"CHM6+CMC, Unnamed Road, Huế, Thừa Thiên Huế, Việt Nam","4,4",29,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipNkg0p8q2MGf93r-8uaVjt-9vWob5otG-Av8OxL, https://lh5.googleusercontent.com/p/AF1QipNRPYc3H9RqnTkI8IeHBDDHTUj8CHdvwUqcugY, ",16.43356,107.56163
Tiểu đình Thương Bạc,"FH9P+664, Trần Hưng Đạo, Phú Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,3",158,Thừa Thiên Huế,Địa điểm lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMsG2MPB1AK4iZgZseo__ZgVhccOq-lwuyGRQ_i, https://lh5.googleusercontent.com/p/AF1QipPRf76J_9-v0EpN1z4PKwqqmkzkYEJB9x73WZ-i, https://lh5.googleusercontent.com/p/AF1QipOReVkqCiy6j56EAAKv2IvZ4tcymldGrdVa9EI-, ",16.46801,107.58557
Huyền Không Sơn Thượng,"FF2V+FJX, Chầm, Hương Hồ, Hương Trà, Thừa Thiên Huế, Việt Nam","4,7",1.231,Thừa Thiên Huế,Chùa phật giáo,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipPJrxBUuqHELyRn9z00vsC2mbtF4_E7ICsu9wD7, https://lh5.googleusercontent.com/p/AF1QipPxDIDru9RxcRLzCTyCbhiW5sBL_b0rrRXOxOWH, https://lh5.googleusercontent.com/p/AF1QipOT5t_GFKyMiVwhvV6aUjRzBZFbYZQ_SDKu2Rat, https://lh5.googleusercontent.com/p/AF1QipONGKAoVhOvt0EzuA3ZPv0m_MNXnzCiFTqf5t3f, ",16.45124,107.49411
Xuân Viên Tiểu Cung,"22 Phú Mộng, Tổ 11, Huế, Thừa Thiên Huế, Việt Nam","4,2",49,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMcUzga57WCQDpco69y8AzyjbAd7XnNDei3WuZq, https://lh5.googleusercontent.com/p/AF1QipPLUQhrOZ97947A5SXMxe4wiz69LhdOgVHgk8xu, ",16.46045,107.56223
RICE TATTOO - HOANG THACH ART,"FHJM+7QC, Kiệt 228 Bạch Đằng, Phú Hiệp, Huế, Thừa Thiên Huế, Việt Nam","5,0",31,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMQQcSb-D1aXfE7vRobAkANeiDkqdYuiNDfOi8Z, https://lh5.googleusercontent.com/p/AF1QipMQQcSb-D1aXfE7vRobAkANeiDkqdYuiNDfOi8Z, ",16.48068,107.58439
Súng Thần Công,"FH8H+984, Hai Mươi Ba Tháng Tám, Thuận Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,9",16,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipP8CsyehqJfRT_UBJtbldITsb79GDMLEH1eGKaf, https://lh5.googleusercontent.com/p/AF1QipM2ht-roD-mF-vUj5LTgj_keMbt_xx6oVCZSNS3, https://lh5.googleusercontent.com/p/AF1QipMbVRuFG8p3-qxnBKsuvxYvuf9SAJI3G6XvjWQ, https://lh5.googleusercontent.com/p/AF1QipM9ADPpZkVueGK2OzFJaRKtxgz22y5oJhr_LlXD, ",16.46588,107.57833
Điện Kiến Trung,"32 Đặng Thái Thân, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,7",256,Thừa Thiên Huế,Lâu đài,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipM1FhHrrNbKcJ8U1XgY4hpHfKfxS_mbQ7kYsUFK, https://lh5.googleusercontent.com/p/AF1QipNAEDhFXfTczjE4F1ChMv3FUS-28Yey2ZP1igbe, https://lh5.googleusercontent.com/p/AF1QipP_KxLS3RZGxtc9kyE1WzHQ_aVECyUDUOfG1z7b, https://lh5.googleusercontent.com/p/AF1QipO8LsyMx4ZmvnG0IVSncWTzP0LIRZp4o9UH8MSh, ",16.47105,107.57656
Đông Thành Thủy Quan,"FHJJ+P46, Đường Xuân 68, Thuận Thành, Huế, Thừa Thiên Huế, Việt Nam","4,4",7,Thừa Thiên Huế,Điểm thu hút khách du lịch,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMNX87Lc7vklkaFErsKCM2dSVGirgpi4F5ZM0Aq, https://lh5.googleusercontent.com/p/AF1QipMNX87Lc7vklkaFErsKCM2dSVGirgpi4F5ZM0Aq, https://lh5.googleusercontent.com/p/AF1QipMPRX15NY1AR9xHqMi7zdhQhn-0vueTCDxEtWue, ",16.48178,107.58027
Đỉnh Hòn Vượn,"FF2J+X8W, Hương Chữ, Hương Trà, Thừa Thiên Huế, Việt Nam","4,8",83,Thừa Thiên Huế,Điểm mốc lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipMvoorBWth0g3e9GUjTWbb9e6KPLJJw7jcwpO28, https://lh5.googleusercontent.com/p/AF1QipP9QN7_7t756QvCBuqMQuj8sS75hf0cTyQVx3_G, https://lh5.googleusercontent.com/p/AF1QipONVKufdq5jiStcKKxHR-TNKb75jve0CUlwT_oT, https://lh5.googleusercontent.com/p/AF1QipMUHsK1up1T9ky_XX5apV2rFSdTDUY4ABukrik, ",16.45249,107.48083
Quan Tượng Đài,"FH6C+V87, Đ. Ông Ích Khiêm, Thuận Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,6",25,Thừa Thiên Huế,Địa điểm lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipOEyAI5YRL4dOisPiT6_s1EXuZq047MxEaE6kK1, https://lh5.googleusercontent.com/p/AF1QipNeN5u2Snk9fECq6wbl-VTPaZLh27ac38cjpecK, https://lh5.googleusercontent.com/p/AF1QipPqI7B8C8gMAUz4YWRHNG8YadzYDjZdJbeJKT3M, https://lh5.googleusercontent.com/p/AF1QipNjHfWXteWepl76vVnZH2XFxnsb8vAO9hWpop9P, ",16.46217,107.57080
The Flag Tower,"FH8J+F26 Imperial City, Thuận Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,7",31,Thừa Thiên Huế,Điểm mốc lịch sử,Không có giá,,"https://lh5.googleusercontent.com/p/AF1QipPcjlk8LGON9CK7yjLEOvOznoN1BQ_XEpwDoT28, https://lh5.googleusercontent.com/p/AF1QipPT_bzSxSM8yq_9OImkVwkFWdwnJoNZflGXn6Nw, https://lh5.googleusercontent.com/p/AF1QipOzZL6FH3BYFZXZGq10MDqAF6TY4xlixRFi7bOq, https://lh5.googleusercontent.com/p/AF1QipNiMvopMfqj1DygJHrJJLpnf5Lnq7L2eQmK8d0o, ",16.46617,107.58001
