name,address,score,reviews count,province,category,price,services,description images,latitude,longitude
Quán ăn ngon Đà Nẵng Ẩm Thực Gánh,"202 Phan Đăng Lưu, Hoà Cường Bắc, Cẩm Lệ, Đà Nẵng 550000, Việt Nam","3,9",459,Đà Nẵng,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOBWmvRTg5tWjiK5SwO2gFh3TbjlBGSJoh3ZJCW, https://lh5.googleusercontent.com/p/AF1QipP9QTjdWHhA6NNrXmud1Asn_aMdxjNYhMFZ0yG1, https://lh5.googleusercontent.com/p/AF1QipP4GUon8q4KjeWolFvEVeVTuE1QfGb4W_0p2uM8, https://lh5.googleusercontent.com/p/AF1QipOYPSXJqC7En3Q5Hq-cwhRmQRyvR1f3Qznmg089, ",16.03644,108.21233
Quán Đông Phương,"255 Nguyễn Tất Thành, Thanh Bình, Hải Châu, Đà Nẵng 551580, Việt Nam","3,9",479,Đà Nẵng,Nhà hàng Việt Nam,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipPO1zMcKbIBfzrebCj6iniebUJiyENhgAPjW3Cr, https://lh5.googleusercontent.com/p/AF1QipNhkz5icDS8bOvpaIa5MBFyJSTi6XD32bJaI0Fq, https://lh5.googleusercontent.com/p/AF1QipNugKimTfBm_9vzAqdY-zaTQTmxzIBtV85u4EJO, https://lh5.googleusercontent.com/p/AF1QipMOrCJl_OXKq0kaDLrPd_KfX556LK9igA9tIKRO, ",16.07918,108.21035
Quán Xuân,"469 Hải Phòng, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,0",536,Đà Nẵng,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNCkU7Mx-Vpmz86hY72lY02LaJreVot7U5o5V04, https://lh5.googleusercontent.com/p/AF1QipONfJvw57VX5BBH23K7E7hQ76E4yyQoHgd6ax74, https://lh5.googleusercontent.com/p/AF1QipM0AYrTze_72MIuAlI3Z6vSj-5k4-MEgqzANxI, https://lh5.googleusercontent.com/p/AF1QipPiqRVLWPLaKED3P0lrlAqqCVP_9_-fKCLa5j2V, ",16.06782,108.20513
Nhà hàng Cơm niêu Việt,"102 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","3,8",58,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMAH_lXkhM4w_SXADJmwOlDanPQLmBizqnf-7Tz, https://lh5.googleusercontent.com/p/AF1QipPFxqxXnw-5oObh3mDq89KdtuBm4CiKjoc3s4Vl, https://lh5.googleusercontent.com/p/AF1QipNNC7CnqVJ4kjeAvxtLVZzkfVEYJ8QYzNp_sB-U, https://lh5.googleusercontent.com/p/AF1QipOSRvX1Fanuawdlxx3ZXEgR94X1t4zZckEcO69F, ",16.06172,108.20434
Bún Thịt Nướng Kim Anh Gia Truyền (Hoàng Diệu) Bếp Hiệp - không chi nhánh - Quán bún thịt nướng ngon uy tín tại Đà Nẵng,"63 Huỳnh Thúc Kháng, Nam Dương, Hải Châu, Đà Nẵng 550000, Việt Nam","4,6",59,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNrR2HDY33i28dk_Ov8LYoF23crnWTQjJXyUHo, https://lh5.googleusercontent.com/p/AF1QipM1z-oA8SHPl1Jxgq7rikHE5twAvUR1psOH0yxd, https://lh5.googleusercontent.com/p/AF1QipNL79IjSaze8CFeE8sxZbVcn5nCtF2ir7GecYLG, https://lh5.googleusercontent.com/p/AF1QipNFREErXh5ajDvTtFQF2DnsFE1HiezKHBrvjgg, ",16.05975,108.21835
Papa Steak Restaurant,"225 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,4",318,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOW_TMbEfmXHY9IgjiKJyZ_cz_V_NG8wT1h5Gvw, https://lh5.googleusercontent.com/p/AF1QipMxO_wzpr0cdqu2HOORvQSptIYPqqTHlk64XV0, https://lh5.googleusercontent.com/p/AF1QipNKLLaQKX4OwtvE2X2N24Jh01Y9FbnqN5h6yDbp, https://lh5.googleusercontent.com/p/AF1QipN5J1H17TxEusOWFu1I3pUg6dPr-HXyR-gyvC7c, ",16.06541,108.19532
Tư Hề Quán,"K408/H5, Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",302,Đà Nẵng,Quán bia,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNfDiGZjESQs6XtPOIhOqwcDCYykr1QE1JcZ0I_, https://lh5.googleusercontent.com/p/AF1QipODCuHlKws0j3aH265uXhRAQwFaYTfMSXfyxCQA, https://lh5.googleusercontent.com/p/AF1QipMkL3o2qJMIvjepNP63Ks4Xk0x93v3mCq-Vnb4e, https://lh5.googleusercontent.com/p/AF1QipNWCqXQ3W-OY56U5gNHl98kge4_hsmp60W-d7GB, ",16.05459,108.21694
Nhà Hàng Mai Châu Đà Nẵng - Ẩm thực Sapa Tây Bắc,"55 Hồ Nghinh, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,5",84,Đà Nẵng,Nhà hàng,Không có giá,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPssnYaAfKnfqCSllNd12PhzpP1hczw15hkftT4, https://lh5.googleusercontent.com/p/AF1QipMfragHT6oI5Sw7wfPgfdzJszM9cFa1ZoK1zXC2, https://lh5.googleusercontent.com/p/AF1QipPKfsH-UNrnLNWxV7aTz3si7RAJu4t8_UWaqamP, https://lh5.googleusercontent.com/p/AF1QipMbbDmX1DmBwmbXcSsoxsmxKkRo4ANZMU5s3uWv, ",16.07641,108.24310
Chè xuân Trang Đà Nẵng,"197 Hùng Vương, Hải Châu 2, Hải Châu, Đà Nẵng 550000, Việt Nam","3,9",183,Đà Nẵng,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPvS9-cQgLR4rO0BxpdSTFHSgNjoQ6DOOSdq7un, https://lh5.googleusercontent.com/p/AF1QipMD_dn7Vyd8VYHJsuVWaVMAHz6mnchAV5LKk8eT, https://lh5.googleusercontent.com/p/AF1QipOd571BQCGI-NOKsC7hhalHNg8Qolww0GxGXGRS, https://lh5.googleusercontent.com/p/AF1QipNsPJ2ZU9np_Tx_DHrkIvXfsOfRGeG9pxNjwv5V, ",16.06748,108.21569
Tiệm Ăn Quốc Dân -Thái Food- Ẩm thực Thái Lan-Lẩu & Nướng - Cơm VP,"391/22 Đ. Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam","3,4",63,Đà Nẵng,Quán ăn nhỏ,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNQi-Yp4JDy8tu7Hd_1ExzvFZh72QVEB8EMkXJT, https://lh5.googleusercontent.com/p/AF1QipMcE0rWBBk0UF9N4MGN-7nzCApwavJXbi0CCEQe, https://lh5.googleusercontent.com/p/AF1QipNw8FpSR3eB3apThIUpUAYmiNZ-iewO1rf3Sjpw, https://lh5.googleusercontent.com/p/AF1QipN5IPK7J3qywtxPLdVnQx8kHU1w0mUTM-Xl_kAO, ",16.05799,108.20692
Bún Bò Huế Bà Thương,"23 Trần Quốc Toản, Hải Châu 1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",296,Đà Nẵng,Quán mì,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipN2aeE0VhNdg_RTFNZLi4a47LPTP1xTvLFM7EHW, https://lh5.googleusercontent.com/p/AF1QipNlPe8WwD40hGjh2KVAtxu9TK2lqiIfOpsORLv7, https://lh5.googleusercontent.com/p/AF1QipO1nmoI6aFI-WjjmH6-4qA45_FG2RFz5ja7UlRX, https://lh5.googleusercontent.com/p/AF1QipMtnDAcnVEQdfwCo8UIdTbjDMOQaroHPX1Y8Nf8, ",16.06611,108.22306
Quán ăn Nguyệt Quán,"589 - 591 Nguyễn Tất Thành, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,1",190,Đà Nẵng,Nhà hàng Việt Nam,200-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOrzBZFcdN_nB-JG5zFGU2JMHpn0h8E4ayvU34o, https://lh5.googleusercontent.com/p/AF1QipNHenVfD_LMeDxZ7OQGQ--e6zBYqhgr6J3RyLEu, https://lh5.googleusercontent.com/p/AF1QipNl9rUdLmZO6e3iqmyNQPqDYXX4tAWGfbsV-IQ6, https://lh5.googleusercontent.com/p/AF1QipNEaqVeZ49zr_O6vw_5ckdAdINBZSUXYjjPyfW4, ",16.07353,108.20256
Quán Ăn Vặt - Thùy Dương,"12 Ông Ích Khiêm, Thanh Bình, Hải Châu, Đà Nẵng 550000, Việt Nam","3,2",55,Đà Nẵng,Nhà hàng gia đình,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMS92Klb3BHr4KyeeSYYbsB1lGbYT8lIkuNOak9, https://lh5.googleusercontent.com/p/AF1QipPRop6yX1rcZL9wID3DUoCI3dlHlSoKwd4Sjjb1, https://lh5.googleusercontent.com/p/AF1QipPpLP8g0u9c2NIRw2zcW8U4V3RbW_w7NjoEQMBW, https://lh5.googleusercontent.com/p/AF1QipPHjrRrpFfu_qweUY_hHthssD5KhpEBBwbq-fnx, ",16.07814,108.21114
Bánh cuốn Tiến Hưng,"190 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",459,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipO0x7DlDChkTZSh__DWTNbfP0cHSC6igxtBa3sJ, https://lh5.googleusercontent.com/p/AF1QipNMiYKTHSs9qBvOnsqcz9GgOj6VJolqy9ENzOa_, https://lh5.googleusercontent.com/p/AF1QipN4KP-JF0Cp5zJkyRF3gwMXHYKWOXGC2brcz-Ej, https://lh5.googleusercontent.com/p/AF1QipP5a1lJz_WZixQOFwa-7NPRRX73gvHPVhmqZzx9, ",16.06462,108.22339
Tiệm Ăn Đường Triều,"200 Hoàng Diệu, Nam Dương, Hải Châu, Đà Nẵng 550000, Việt Nam","3,8",75,Đà Nẵng,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipP0dJueiu6FsB_X0Yxbm3wksE-TcEG3Q_olbXnm, https://lh5.googleusercontent.com/p/AF1QipNg12rzSpqDyI6WsikA_VgrEF66NpjANKGbhE2F, https://lh5.googleusercontent.com/p/AF1QipOxLweskEDrZ5DlkP99iknglSc4p2IsijhpsAIt, https://lh5.googleusercontent.com/p/AF1QipNGd38OgnWoYNLsN9_V902CEGNXEgNKPiXprEj6, ",16.06196,108.21742
Dân Dã Quán,"265 Đ. Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng 50313, Việt Nam","4,0",287,Đà Nẵng,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNlCR5KLmrC1hBwZbSmTxKDz522jVjVoa-TeXbq, https://lh5.googleusercontent.com/p/AF1QipMgDUFHUHE6zaeKLfsv8gzJcBiYfYny_5Rxe-cm, https://lh5.googleusercontent.com/p/AF1QipNaVu1mch1pU_ujnrBNf-eUXY6-XhYlRopaKZl2, https://lh5.googleusercontent.com/p/AF1QipMTNxhonwlP89NpnctrcbcsUDqz-j8W9SyHwsc1, ",16.05992,108.21224
Gỏi cá 6 Hào,"232 Trần Cao Vân, Tam Thuận, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,3",132,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOnyWl2YYpiWldv9lRXsWJ0kW1G4pHnM-jiFJV5, https://lh5.googleusercontent.com/p/AF1QipNbLzVU22qLin3-nFtPFvE3lvxxJCKV2S7leNVj, https://lh5.googleusercontent.com/p/AF1QipPQxPKTLZBo-vOV_a2Ru1mK7IzfjnE4E5_pawq2, https://lh5.googleusercontent.com/p/AF1QipMh0tcQWnL30lTZEfsfRl0s9-O96kuRFjPv98jL, ",16.07201,108.20596
The Thai Cuisine,"Lô A26, Đ. 2 Tháng 9, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",405,Đà Nẵng,Nhà hàng Thái Lan,100-300 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOtB1BXCBSsNsejbOcFqORRBet-ZBxjXvY86rWf, https://lh5.googleusercontent.com/p/AF1QipMYq-96Ws7NinLIqOADLZXIJs_ZqODNxTg2Ikvl, https://lh5.googleusercontent.com/p/AF1QipNuHC2VEVL-W0KJ2IpRFLsT-uDJaftcWTF3N88N, https://lh5.googleusercontent.com/p/AF1QipNHMhgmqByV_GQvsqTi5I1B4t-z4DM5CDG0ITep, ",16.05710,108.22239
Cơm gà Hoàng Yến,"429 Điện Biên Phủ, Hòa Khê, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,1",111,Đà Nẵng,Nhà hàng châu Á,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOFC_LAvneEN2nr6rZGLeqS5RAs3y8oUco3XDAK, https://lh5.googleusercontent.com/p/AF1QipMP5icmCbgP1sBhLU2B76jr_fE0govZQF6-NmMK, https://lh5.googleusercontent.com/p/AF1QipM1hOPJaTHP7_ILNEpkhixJLmwtlBCirQZOzkUz, https://lh5.googleusercontent.com/p/AF1QipOFC_LAvneEN2nr6rZGLeqS5RAs3y8oUco3XDAK, ",16.06561,108.18854
Pink Salt Restaurant,"79 Hà Bổng, Phước Mỹ, Sơn Trà, Đà Nẵng 50000, Việt Nam","4,9",838,Đà Nẵng,Nhà hàng hỗn hợp,Không có giá,"Ăn tại chỗ, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNcrbIr9eDaGSZtBQmRphL9XIVNJCb-R-15RnaW, https://lh5.googleusercontent.com/p/AF1QipOD2Uh1OB-F28Oi4dPZckTZjV79Ca8Nm-Y_NmiG, https://lh5.googleusercontent.com/p/AF1QipPyqWSkURyPep3Lq6_qshQEMDkHD73VHOzKFUtM, https://lh5.googleusercontent.com/p/AF1QipMwLIS3eXwxjAcJFZWIKTIL-ECaPw3vxwkvA9Sv, ",16.06691,108.24451
Mì Quảng Bà Lữ,"8 Kiệt 90 Đ. Nguyễn Văn Linh, Nam Dương, Hải Châu, Đà Nẵng 550000, Việt Nam","4,1",127,Đà Nẵng,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOUKoUjRdWxR5sBCUKUDw-T2HuQnZgUuufXiqh0, https://lh5.googleusercontent.com/p/AF1QipOn2DqtMqcjA93_S54FY8uo3iGWOgTGWf1R8YPm, https://lh5.googleusercontent.com/p/AF1QipP6HQU5W8ey0wh2aSWdLG8JWND6NW2shkJCocLy, https://lh5.googleusercontent.com/p/AF1QipMwpggyX2b71MMUpuG7cu5LMxCb9JCjyfs7TyBj, ",16.06072,108.21547
Mì Quảng Ếch Bếp Trang,"212 Bạch Đằng, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","3,8",2.359,Đà Nẵng,Quán mì,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNhm12lpUWyI9MykJofQFv6nQXZq_deVv7dZTG1, https://lh5.googleusercontent.com/p/AF1QipNN3JlFBIvTM6SD0r_6SdJlLWnlusAKCjffK4Ff, https://lh5.googleusercontent.com/p/AF1QipNfU17Owfvj64fJiyNag-iGTSpt9oR3sm7eDmEG, https://lh5.googleusercontent.com/p/AF1QipONy4XloutPiN89Thgcwbk8ZDILU5gviVolLT08, ",16.06513,108.22409
Quán Hạnh,"11-15 Đường Phó Đức Chính, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,3",3.231,Thừa Thiên Huế,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOCDEUR-HLHnpwO0-GsLuZiOLCrzghBnlsofdDx, https://lh5.googleusercontent.com/p/AF1QipONGZXni-TRJAUnKjsFu_YecYbZZ82qEYI_jS2X, https://lh5.googleusercontent.com/p/AF1QipPBa48yAQR08Gix4lWJLEKsVuywBFyXE-U7nM7q, https://lh5.googleusercontent.com/p/AF1QipNKp0BNG7Mta-vl20HziFfaveLkLC7KBtLVwm8o, ",16.46644,107.59523
Nhà Hàng Không Gian Xưa Minh Mạng,"98 Minh Mạng, Thủy Xuân, Huế, Thừa Thiên Huế 350000, Việt Nam","4,1",434,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNajwwGSBAdF2pKzQiAVF2R3oHUhHH7mYYEv2eO, https://lh5.googleusercontent.com/p/AF1QipMJtOA6iCAzoXKuAmAPsDVxVlXeDCmstnKCYBX8, https://lh5.googleusercontent.com/p/AF1QipNbHihS0PEpQlqmdSSBi7gBn51xpPSPn_9pHeZm, https://lh5.googleusercontent.com/p/AF1QipPoDdzYriMVBHuxppf2SA8lGsb9LwkjoaCPl0UG, ",16.43028,107.57953
Nhà Hàng Cơm Niêu Khải Hoàn,"90-94 Lê Lợi, Phú Hội, Huế, Thừa Thiên Huế 12345, Việt Nam","4,7",1.578,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOz1yrfq3QhZA6OiLl7X2p5c_Yd6zsfAkqsRp4H, https://lh5.googleusercontent.com/p/AF1QipM3j1XPHdExQql-ccLnrvjMj_6TpyHfWngWDfG4, https://lh5.googleusercontent.com/p/AF1QipPiGhqMtYHwVoBeip6ISny3kRJzoJHntKCxwGFT, https://lh5.googleusercontent.com/p/AF1QipNri4_-93KofTtowaPKMUg40t7AeiwFiM0gF5N-, ",16.47112,107.59485
Les jardins de la Carambole - Nhà hàng Vườn Khế,"32 Đặng Trần Côn, Thuận Hoà, Huế, Thừa Thiên Huế, Việt Nam","4,6",1.060,Thừa Thiên Huế,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNDZEFctr-ATCkXrOVHkA_0gAyoU1qx3NMKTj4y, https://lh5.googleusercontent.com/p/AF1QipOtLzJjEpxSNpbtMNZbgA49vqPDz44IPy7mnuuE, https://lh5.googleusercontent.com/p/AF1QipMK8G5QqZLjw4I2Me_1p16CqvJEoVukiJxnUkM0, https://lh5.googleusercontent.com/p/AF1QipNEWzLu3ff5s-zpEhdtyvAbuZ84x4WhUAuYAvEw, ",16.46505,107.57565
Nhà hàng Bánh Gánh,"51A Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế 49118, Việt Nam","4,8",926,Thừa Thiên Huế,Nhà hàng Việt Nam,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOBx_pU7A6sWqBcs1F86iAmQU0cukHL4_qom6eA, https://lh5.googleusercontent.com/p/AF1QipMOMLkheCph7G1nYItlUw-_AM62-K9KKmIi7EOU, https://lh5.googleusercontent.com/p/AF1QipMgkltJu2FYUDuXVCZ9ssMcHqzi0MawPQfjcmT7, https://lh5.googleusercontent.com/p/AF1QipNttqgZmw71RkPIw2QhFhGOuxtNqNN86mLX4PYc, ",16.47020,107.59584
Nhà Hàng Nổi Sông Hương,"Công Viên, 3/2 Lê Lợi, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,0",724,Thừa Thiên Huế,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMuEQoDYryEX2PPftKVC8bxYOJljrdHsJxt9AaC, https://lh5.googleusercontent.com/p/AF1QipM8rhT5jjDvUv1M0jbNM0jciGCh2A5k6tAXUDtq, https://lh5.googleusercontent.com/p/AF1QipNSxm4l_9ZUn4U61mJSNRuebB2TYnEW0LwuBWJ-, https://lh5.googleusercontent.com/p/AF1QipOEihS1oRRIiEBtPbp5P03ddnKPBMCFOjipyX_P, ",16.46911,107.59097
Cơm hến Bà Cam,"49 Tùng Thiện Vương, Vỹ Dạ, Huế, Thừa Thiên Huế 49000, Việt Nam","4,3",53,Thừa Thiên Huế,Quán ăn nhỏ,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPp-0JHgVN9i523W-W4oHjqWBVXoZ1Hr9eT9tcf, https://lh5.googleusercontent.com/p/AF1QipNkr291Pm7vd8zjP6_MhZrr-R9VywZMq_TQKBCK, https://lh5.googleusercontent.com/p/AF1QipOIbTOEUlwvL5KoNot3ikPtcv1xFVu4cF9fqhNs, https://lh5.googleusercontent.com/p/AF1QipOIDN19ZSC2t1_il6o2pXVAcZ44ZFISriAwTIJq, ",16.48343,107.60047
"AN LAGOON Seafood Master - Nhà Hàng Hải Sản Lăng Cô, Huế","Nguyễn Văn Lập An, Phú Lộc, Thừa Thiên Huế, Việt Nam","4,4",332,Thừa Thiên Huế,Nhà hàng hải sản,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipN3VRdPKlIvQ4mzTPOaTbHVSoYHsQYW43NAoFkx, https://lh5.googleusercontent.com/p/AF1QipMsqh9LOt-bp4_I-MaXRcaSqYOBmSKg54P7d9gU, https://lh5.googleusercontent.com/p/AF1QipNyzZtgNXpGP_HMD7RRx8XcwL0-1BNgSGczUpbF, https://lh5.googleusercontent.com/p/AF1QipOpvUwN6cvxQIWNyycGZa4boz0wY6QoeksmfEdz, ",16.23952,108.07713
Quán cơm Huế O Én,"1 Trần Thúc Nhẫn, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,7",212,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNnOGjUHK2FC-u4n6xmLm2CBclvvSZgGOcPj2n-, https://lh5.googleusercontent.com/p/AF1QipO2Vc5Tpm6OYo37qD_7blXjzqc14WWwZGV8VPn9, https://lh5.googleusercontent.com/p/AF1QipMP8XgmUyrOneL2g_SekYHOBZOr7DqV-TtH0K47, https://lh5.googleusercontent.com/p/AF1QipOjEg0UNhhmPPq-buIPrPzsdgAq57ylddYc-F2B, ",16.45843,107.58233
Cozy Restaurant ( Huế ),"6/27 Hà Nội, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","4,7",1.344,Thừa Thiên Huế,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOTQrtLjDuOIQHBpRQSq8IIV3XZdJwar1ISyi4, https://lh5.googleusercontent.com/p/AF1QipMKcY1zC-1quXOwamU1AoL3hD-cch3WCiuyXH7u, https://lh5.googleusercontent.com/p/AF1QipN3Qiy_w5jVOuxqhLEy3uvS4cNCI1PzKf4Wqk5D, https://lh5.googleusercontent.com/p/AF1QipMoTwt_Ohr0aUv3je6eG5hmfuIgBJwFA1Hb2m7W, ",16.46404,107.59350
BURGER NGON HUE,"48 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế 530000, Việt Nam","4,9",556,Thừa Thiên Huế,Nhà hàng thịt băm viên,100-200 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMh3XoyK9WzHuRUqcA6uy6WjEm-u3PZ9erMNJqL, https://lh5.googleusercontent.com/p/AF1QipNJyJWm_VgeUjZBZdRKY1X_UubFKrGiakyEq1ce, https://lh5.googleusercontent.com/p/AF1QipOgHi178FtlK5q7dX5pMZe94jIKWiQsuWQh1lfw, https://lh5.googleusercontent.com/p/AF1QipMsORssFv-HczavxHeT7FtASDuZai_EM6nci9oJ, ",16.46892,107.59591
Nhà Hàng Cung Đình,"03 Nguyễn Sinh Sắc, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","4,1",681,Thừa Thiên Huế,Nhà hàng,₫₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNQvj0MhJaY3igBi6ZTGm1nc2WJHDc54XcncF0k, https://lh5.googleusercontent.com/p/AF1QipMLzw4sFnfOTgLomBGIoUy0xY4wAJbqinX9IyUF, https://lh5.googleusercontent.com/p/AF1QipPk6sfZRH6e4R7kRAA5ZvVQClWPKDaHrD7ImG_U, https://lh5.googleusercontent.com/p/AF1QipPtJRilDqye8cgkcv01w2bjRpFZ8AcfWDz63jr6, ",16.47572,107.60019
Risotto Restaurant,"69 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế 49000, Việt Nam","4,7",1.738,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNjYT3XgS6SlDYVJvlxevl8Wb4kj-Jw__ZHW3VN, https://lh5.googleusercontent.com/p/AF1QipP8l_aoFFIaQQ6t0c7mHh3wt8eOHUxhriyGtStV, https://lh5.googleusercontent.com/p/AF1QipOaFtylFqodk13U2pKYEdlx0bR2JAZ_2EvLbpVu, https://lh5.googleusercontent.com/p/AF1QipN4mMP1P6tbkiS0Vy_Mo3VKJxcLTEylV_1w57bD, ",16.47088,107.59604
