name,address,score,reviews count,category,avg price,province,description images
Tiệm Cơm Âm Phủ,51 Nguyễn Thái Học,"2,6",233,None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOOxi2ea8aGdrHHAQIYvNYg23-Cr6f-ScLj3fI3, https://lh5.googleusercontent.com/p/AF1QipOVNaV6yWqViy96Mns_AitdxlskdTvrReLQ86Gk, "
Quán Ngọc LINH,"CH4R+H4J, Châu Chữ","4,1",40,None,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMva5XdOyPKtwrQ22SBPNl-nNKd2WDV8dR5ZUMv, https://lh5.googleusercontent.com/p/AF1QipOoKPfVvvlgWenVEip5iXKF4vMepdkRJ3Ss5IGI, "
Quán ăn món huế,"	
""Đồ ăn quán nấu ngon hợp khẩu vị,sẽ ủng hộ quán""","5,0",10,None,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPXJsx2An9VcAXHxbPJSpVGoFG-3LBbpyg5g6jR, https://lh5.googleusercontent.com/p/AF1QipOEs5Gb-wgo_pkjN90iKMgNmiLn97fUhcjtKaHB, "
Quán Hương - Bèo Nậm Lọc Cung An Định Gia Truyền,"Kiệt 148, đường Nguyễn Huệ. Đi vào kiệt, quán bánh đầu tiên Số nhà 31, Lý Thường Kiệt/177 Phan Đình Phùng","4,0",181,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPvpi6_ordfz7hwCRD-CMKdyPxRbyt0XUGKv5o1, https://lh5.googleusercontent.com/p/AF1QipNT2xXBJOS6yYmY62SqaCPKx-pw3Y3-1xniawY, "
Quán Ăn 888,271 Huỳnh Thúc Kháng,"3,7",81,None,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPXYb6qU11v2TC5IipOaonMSiSoP94XyU8usdxG, https://lh5.googleusercontent.com/p/AF1QipObkSeiAoJht64S-f7HBfGOveO9hny0SpzfBVL_, "
Nhà hàng Hoàng Mai ( Hoang Mai Restaurant ),Khải Định,"4,2",53,None,200.000-300.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipM3ktV6SsTtFVP7JjJxotq6Ou5q3ZOsa3xTdSVA, https://lh5.googleusercontent.com/p/AF1QipNl5qpBDhe-J0pxfDjUI63nJ3tjgAju8kULJdN-, "
Quán ăn chay Trường An,304 Phan Bội Châu,"4,7",39,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPOcnNwbmRCJe7oGbsxvZuK7-XHa070wYdVJ-xq, https://lh5.googleusercontent.com/p/AF1QipOhIl2Jt3j9_MM4JURtKF9zIpVRktv908zqfS8Z, "
Tiệm cơm Hồi Nớ,29A Lê Hồng Phong,"4,5",87,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNgezCSy064LGYk5eymklP3VtDcGyNwK1gnJdOR, https://lh5.googleusercontent.com/p/AF1QipNiQ7_YsjUQgEWzEVQVgU94B0flabqkpUp8HlcK, "
Little Italy Restaurant,10 Nguyễn Thái Học,"4,0","1,1 N",None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPaJZD9I6fiPgnqxusYW9tCZjV6PGgzWm5cYcei, https://lh5.googleusercontent.com/p/AF1QipO9gzU4ji91vMfKtQPzS-7nCyv6vbJeA51T0AwU, "
Nhà Hàng Hi Boss,"Huế, 25 Lê Quý Đôn","4,9",59,None,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipN_XOpNrgY3ymlLcNaX_-cFoshtiyz4OXjo3g6x, https://lh5.googleusercontent.com/p/AF1QipM7ZVo8-oWG3pNL1Y-m9J78tyUpfzWUH2kYRVU6, "
Nhà hàng chay Sân Mây,"8 Thanh Tịnh, Vỹ Dạ","4,7",691,None,1-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMaea8XbBvt62NeuL-cE7xiy6YySNIbliLodtdm, https://lh5.googleusercontent.com/p/AF1QipObd1nylzrwZxtR7FkXMYZNArOmt3-pdSnz7Xoc, "
Cơm Niêu Cá Bống Huế,39A Nguyễn Thái Học,"3,7",39,None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOM1Vs43vQrw72nBYpXPane09AmEdr0Mqe_pYaj, https://lh5.googleusercontent.com/p/AF1QipPmHIvEAf76Yn8Nj4CsYRD80nCK8sFWTxJ61vuv, "
Nhà hàng LÀNG AN VIỆT,CH8H+3MG,"4,1",111,None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOzK6gK9KBt4FungWjmoZz9ykFWwDrNFtd90PMo, https://lh5.googleusercontent.com/p/AF1QipM9LC057M5K93RSHorX6sH8tv6N9W9Js_5IbgI-, "
Quán Hương Đồng,FJ5F+HVX,"4,0",399,None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOCx-Hu2s31OrIGHqkvbPIhXe-B2N5_hPrgQlFA, https://lh5.googleusercontent.com/p/AF1QipPSyk_ygMwacxhzEIvlezigExX55sHRKBtdCVDC, "
Đặc sản số 1 chính gốc Bún bò Huế,19 Lý Thường Kiệt,"3,9",460,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPj7OkhgZ0KyUPeAV7Z0njwGArIKTYSjgLh06FJ, https://lh5.googleusercontent.com/p/AF1QipNRFofRvEe0TQvrIp1j9UBJgoBG_6bJDAXra5R7, "
Tiệm ăn Đại Phú,49 Trần Quang Khải,"3,5",18,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipO5LDMZfFj58q5bH29fzpC2V955oAiUqDlt30Gs, https://lh5.googleusercontent.com/p/AF1QipOCGWhxiW84TJmQIeITMCY58cqvzv5Eeaj7iFGm, "
Hẻm Huế,35 kiet 9 Lê Quý Đôn tổ 6,"4,4",73,None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipP9eGx-f8hbeYEVlOLBfi5H3sJR9JA8fbL2x-y1, https://lh5.googleusercontent.com/p/AF1QipPSVIEsWKl7jZODdElxDB72BVuO0-k4lP2OE3eh, "
CHAY corner in Hue - Vietnamese Dumplings,2/44 Lê Ng. Cát,"5,0",210,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipO85Yo5_Euv16IRcKJrSStdCtQsCD1WSB_Q-e_H, https://lh5.googleusercontent.com/p/AF1QipMjiGGoBIykk0MNZfjb-Q3xdPcBzdo2IWv72_It, "
Quang Ac Foods,149A Bà Triệu,"4,5",106,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNbu3AEwcSDf5SsbxFZhwiDQt2h5APGqWIUIu-S, https://lh5.googleusercontent.com/p/AF1QipPvRyR4F4tqww8482I7CSEQAcc0yEYQ5jTsWaFf, "
Nhà hàng Phương Mai,CH4Q+HRP,"4,4",19,None,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOB6aFtWrPjTNLn1k91Bd0_KBbywAXH60cN8rgZ, https://lh5.googleusercontent.com/p/AF1QipNiSYzgGzJK2BjE-_pBzb0MUMu9jlaqp6B2-HFb, "
Tiệm Ăn Bùi A Sơn,"6 truong chinh tp. Huế Thừa Thiên Huế, 44 Nguyễn Sinh Cung","3,2",55,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPX7HRaDEXtWSju8tkmFpSm2QKSy5Ta7Deg_Fdl, https://lh5.googleusercontent.com/p/AF1QipNdylQ3opbF5AGCqaozh9wCmAN_l1NF6_aKi9ax, "
Vịt lộn um bầu Huế,11 Nguyễn Khuyến,"4,4",51,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipP0nZorO0tAqt5FN0QOB-7OlEskfsNmLlCGOuAQ, https://lh5.googleusercontent.com/p/AF1QipNp1VPrj5aNeVdFzfDi2-S1PJQREHoLfX_UE7P5, "
GIO QUE RESTAURANT,"Cầu ngói Thanh Toàn, Cầu Trường Tiền","4,2",60,None,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNWVDs4zeiUUeFfOxvqvuRqVPHGOSAdMiT8T9gB, https://lh5.googleusercontent.com/p/AF1QipMq1SmCEI60BApNPsOsf3rOfVcoe-IdRhBYotU, "
Nhà Hàng Không Gian Xanh,Thừa Thiên Huế,"4,0",211,None,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMSZ51nY2cafDty6ZBvXb_NGGF4SeaLYBr9x4VZ, https://lh5.googleusercontent.com/p/AF1QipOjHDTRe0z7GjhzBvfzx-EqOHAePaKXEWDnYc9k, "
Quán Chay Tâm Thiện,17 Nguyễn Thái Học,"4,1",90,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNmnV4pE1NUFdmV2iC0UobBpHqZ9raVa4Rob-08, https://lh5.googleusercontent.com/p/AF1QipPwD9T3-8_0nnT7dvGN73aE7E3R_srkFXquCqLA, "
Quán chay Thuận Thiên,128 An Dương Vương,"4,5",35,None,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOWS3ljEbO-B0f79OQQJUHAb5nYBKBPXx9nO886, https://lh5.googleusercontent.com/p/AF1QipNcz4GAywZjiQV4hKfKeivwvOfzYSEe6kxyzox-, "
Hủ Tiếu Mực Trinh,Bến Tre,"4,3",18,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPCRElJbU2egXtn8jCU1kM0QN6YDE_m8KKY7DHF, https://lh5.googleusercontent.com/p/AF1QipOmnG5NElzN4ul13ykcef3i6Rnd3a6nA3wnIZ4e, "
Hủ tiếu Tuyết Ngân,481 Ấp Bắc,"4,1","3,1 N",None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNDvTaoUPGCdtHiq3tUoc2TplixVaAm_ay9IGnP, https://lh5.googleusercontent.com/p/AF1QipPh8HPNB0B5iB3W9TBDTm2vAS5Y_qoJOxMINDBl, "
Nhà hàng sân vườn Hoàng Thành,"ĐC:, 630 đường Ấp Bắc","4,1",809,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMeCfAll6vREiR6Clh8681PEZv_pC6HXgfzAjPb, https://lh5.googleusercontent.com/p/AF1QipNufgxWdkdWUHTiGqNp1wyPo92mEs2-rkx1SNhw, "
Nhà hàng Làng Việt,194 Ấp Bắc,"4,1","1,2 N",None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNtf5N6elT4gZ1sLDfC1wexprgkaWUBcvgbwYJu, https://lh5.googleusercontent.com/p/AF1QipM9K4PtKAg6FAzj-FV7uyI-rbZ0kOXGtA_6EnaV, "
Lẩu Mắm Miền Tây Út Cường,70 Đường Yersin,"4,4",577,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNdMZjLqtvJmk_NvtZ6-MamVKdhj22C8edAsgqe, https://lh5.googleusercontent.com/p/AF1QipMfTTghmOVA912-5DXLCM9Ox842t0JOWEfTe4vl, "
Nhà hàng Trung Lương,207 Ấp Bắc,"3,7","2,7 N",None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNOKV--EBUoVIgknon9mHeEFsCWK_yYl2bBTorg, https://lh5.googleusercontent.com/p/AF1QipM5HmClZTrnxBxKg41zBkdFVN3UC1-Dr8gdIYYr, "
Quán cơm Diễm Thúy,QL1A,"3,9",3 N,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPwhmsJoeWnq2RdWH8Ec97NrA7sxZOUnczAjk0V, https://lh5.googleusercontent.com/p/AF1QipO2027HPZumsQrVOUGhO-McI4UsCjnTJPFWD1l-, "
Quán ăn Hai Quê,99G8+GXV,"3,8",338,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPGssDq3qARX5S4z2hHu-7NnMfasTXC16d4BuS8, https://lh5.googleusercontent.com/p/AF1QipNiqQoDVhnEZXtPw0oue2QfNgPwSiRzTZdme_Jg, "
Quán Vặt Ngõ Vàng Anh,10 Thiên Hộ Dương,"3,8",202,None,1-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMFe6prT8D7od1gN4HIbZphdST35Y7mFNpT_6vL, https://lh5.googleusercontent.com/p/AF1QipNv3TL2aFXoQCFGTviUTJsHdibKHI617sh2f8VJ, "
Minh Tâm Quán,ĐCT Thành phố Hồ Chí Minh - Trung Lương,"3,7","6,1 N",None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNjarJ8vVl5_y7AL3RehbmqpPhQ3RtaIVnTb-mO, https://lh5.googleusercontent.com/p/AF1QipO6HWZOX8BP7pZ-bhHdmfY91QL_O8KftT-m8K87, "
Cơm Tấm Cầu Đôi,"98HR+QRQ, 256a Ấp Bắc","3,9",475,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipP22USQJjKg4CWwquaM2PgyxZLWF_DeRh34dZF7, https://lh5.googleusercontent.com/p/AF1QipNVms96nwadBD4gnPmE4HOSJ9m-IgUoIBWUkPC7, "
Quán Cơm Oanh,Tiền Giang,"3,9",4 N,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipM66UYwsqwTl3sPrPXMDJpNXRBUdilxX1QJ0UI, https://lh5.googleusercontent.com/p/AF1QipP5T9wTsR2AOsTNij6qfI2-kCZ8I7ytYi2qacxG, "
Quán ăn Mỹ Tho,"300 ấp Mỹ Thạnh, 313 ĐH89","4,1",79,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPnS4UexGAzgOGBgu--MPGMb3mUeO9DRxnv6z3c, https://lh5.googleusercontent.com/p/AF1QipNDP6MZSI9AcPpCAZksVi8-bnvYCqKGqhHenQj-, "
Nhà Hàng Hải Sản Sông Tiền,1 Lãnh Binh Cẩn,"3,7",240,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOp6WqIf-zMZsxKArJKbbaFAhtUrfq_8VlAU5yt, https://lh5.googleusercontent.com/p/AF1QipN8ZEuavjhEgC5w5p82OPRF_5EyvCB9fur4zpco, "
Nhà hàng Lộc Phố 2,151A Lý Thường Kiệt,"4,1",116,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipP-I8dCRtopuWB9xgjGOOHxxdvY7YE7yYBkwtYd, https://lh5.googleusercontent.com/p/AF1QipNOsgNRUSgAtbzPJIRK6XbslVEmmM4-KoGrlaYH, "
Quán Hủ Tiếu Tám Lài,50/1 Đốc Binh Kiều,"4,1",64,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPS-gLkOCc7IFx6tJUB99uEEy-JzZsu2nw4N2nD, https://lh5.googleusercontent.com/p/AF1QipMH2LHc326_xrdSdpQ47C_QxR2-a2gru3JThIJo, "
Nhà Hàng Chương Dương,"10 30/4 Street, ward 1, My Tho City (10 Đường 30/4, P.1, T.P Mỹ Tho)","3,9",267,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOfoTxryC2A3Gz9e8O3FMza2NW35ZHFo-gIskYE, https://lh5.googleusercontent.com/p/AF1QipOWCaZugbElwDXUZyllKo55EPKXoqP1lKwsJfEG, "
Nhà Hàng Rắn Mỹ Tho 180,180 Lý Thường Kiệt,"4,1",346,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNZ_ONIbBgegocsrsnvlhFIl3ygjEFE0-t1d-7B, https://lh5.googleusercontent.com/p/AF1QipM6Z8NqkL9koVJBFfelvj631htDM2gzuEx7mQfC, "
Vườn Ẩm Thực Phương Nam Mỹ Tho,101 Lý Thường Kiệt,"4,1",550,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipO2F9KvOFRYKs6Tb2YHoP_W6TFfIwzm4Gb-8oFA, https://lh5.googleusercontent.com/p/AF1QipOo15ytGPt3Dk0hKkYwqkmSxA_4fZlZaVSHaMF2, "
Quán Cơm Heo Quay Mai Hồng (Tiền Giang),QL1A,"3,9","3,5 N",None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMmxXvLJaGZOcI9Fv3c74I8fSqGS5YnJeGstiw6, https://lh5.googleusercontent.com/p/AF1QipOUeyZeJxKQX2L-uAe1xSRtBSgJa2grybLL-HZD, "
Cô Tẻ Bến Đò,"CMMG+V6Q, Mỹ Xuân - Tóc Tiên","4,1",376,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNnzNPGTPO5PqFziVOZb_YLEWEX83UiDeqenx2p, https://lh5.googleusercontent.com/p/AF1QipPCkhUWf2Gh5q0Z_Lk5-c8S-zFw7z2V8w-19jZ4, "
Hủ Tiếu Mực Trinh,Bến Tre,"4,3",18,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPCRElJbU2egXtn8jCU1kM0QN6YDE_m8KKY7DHF, https://lh5.googleusercontent.com/p/AF1QipOmnG5NElzN4ul13ykcef3i6Rnd3a6nA3wnIZ4e, "
Nhà Hàng - Quán Ăn Sân Vườn Lộc Mai,94 Phạm Thanh,"4,2",102,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipM5l8Vg5tImVrtgs94D8lHQvmYT-pr3WXUiVA_7, https://lh5.googleusercontent.com/p/AF1QipN5oQLjmwSzx6GUAtrnHvbi2UAEviwkEf8oWubV, "
Quán ăn sân vườn KÊNH MỚI,986P+7GP,"4,0",61,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipP2wqpI5sYetNGbY-4Fg878atr9m7-HcfqSmXBl, https://lh5.googleusercontent.com/p/AF1QipMR0cqQ5X5sKolbI3CF6UbVLRPFAyA-4P425r2N, "
CHÈ BƯỞI XUÂN MAI,147/05 Đống Đa,"3,8",53,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipN8ArnxLrsFLF4UPAu7Vcwm0BuxHCmod0Plv3TL, https://lh5.googleusercontent.com/p/AF1QipMyz6AxAcKEo4jCXeUAphIvjozWEWNcqp846vFi, "
Quán Ăn Tạ Hiền,76 Nguyễn Trung Trực,"4,0",162,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOoZ07cxjyPdOVkIFrqLYmyhncLWj_ioGkejpPp, https://lh5.googleusercontent.com/p/AF1QipOH00I1eQ6M3xzF605QtPjwwDPtfiX1FPhS91KB, "
Quán Cơm Quê Hương,"8VFW+V4J, QL1A","4,1",146,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNvvE4aWNHMhwCg7QE7tNpAT08_WEhfbPPX4ec, https://lh5.googleusercontent.com/p/AF1QipMFrOiH4uJYVnaK-2OorHpeU1II_UA9mIKdMUU6, "
Xưa Lắc Xưa Lơ Restaurant,161 Đường Lê Văn Nghề,"4,5",141,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMsM1cThbo6xPfVcKFvoLaZR46SqeZrc3HpVCU7, https://lh5.googleusercontent.com/p/AF1QipNlMylxVBM9-IbckdMlnPuy3k0eTVK1hUCdULaq, "
Nhà Hàng Làng Chài Mỹ Tho,298 Phạm Thanh,"4,2",216,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipO9oZP2AT-GNrPx2bdRRdRPvG01e15rk3Lhhri6, https://lh5.googleusercontent.com/p/AF1QipNe6eHfPWLYEo3HYwyJ40hdwz76bc6rK_VRDP3C, "
Quán ăn Tiền Giang,8VCF+QFW,"4,4",14,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOUCC3LDxomsE--Z2zMtKOiyD1hYB2lupTNF-sy, https://lh5.googleusercontent.com/p/AF1QipPxu9K-9wsYHUk2O7BkwftNFo1XqH7BcP2b-TN3, "
Nhà Hàng Xẻo Mây,82HH+7J3,"3,9",186,None,300.000-400.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipM_vjLKsmVLWReKxZsNt9LV1O2uK-MVOveqZJo0, https://lh5.googleusercontent.com/p/AF1QipO8kOSmz4RGRqKVXxLu7W2N8N5gk61FG1G6rDsy, "
Quán ăn Tiền giang,C369+999 TT,"3,8",206,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNBmChkJFtspvQ9JhhIegc-1LFOKEqe2yzWD_OW, https://lh5.googleusercontent.com/p/AF1QipN3Lu5CEfcyBpk7ZeCBtzRuuiwZ-v4SHsCIFsGE, "
Hải sản Tư Tôm,Tiền Giang,"4,1",139,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPBHdBadtyNKpWo75s6GCjuuUV52UVIKCVwxGB4, https://lh5.googleusercontent.com/p/AF1QipP3OPZv4cGkwGhrafUjkBaRUTYMOrFltH09-rND, "
NHÀ HÀNG ĐÔNG HƯNG,"281 B, 281b Lý Thường Kiệt","3,9",49,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPk1byuW-XyQemikyqIrvfKIvpbUN6tmJHIKZXE, https://lh5.googleusercontent.com/p/AF1QipPgaYdXLwz3kbAKS5Wtp3QYbZ16NkGul3XxsjBt, "
Công Ty Tnhh Dịch Vụ Ăn Uống Giải Trí Nhà Hàng Phố Biển Mỹ Tho,34 30 Lê Văn Phẩm,"3,9",166,None,200.000-300.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNqQ4XzS5iDY6wE45joFX2Q9Pf3fN35ijy81JHF, https://lh5.googleusercontent.com/p/AF1QipMsi2n9-WXSKEbaIXKiBTsxgRwbYWmsAzwPg9Q1, "
Quán Cơm Nha Trang,29 Trần Quốc Toản,"3,9",113,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPUOU6dm8vfkZJDjqBAxjqUxLZARdOMJ8k0SDVb, https://lh5.googleusercontent.com/p/AF1QipOLO4zJDGa0RrpEr_cuwwnV1Xg-pNA1jkYZjDYl, "
Quán ăn Sân Vườn,98C7+XC3,"4,7",3,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipP_hq_a37L5DYOWCIcNEHgHHO9MdtmI40VgmEMy, https://lh5.googleusercontent.com/p/AF1QipPzHU1qfowD7KYexRx6gzAvOnQVBpFtE4Q4Bwj1, "
Cơm Tấm Ngon Miền Tây,46 Đường Yersin,"5,0",2,None,None,Tiền Giang,
Mekong Taste Restaurant & Bungalow,Tiền Giang,"4,2",271,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipND0wLGCzBbITSbMm2lymQeCkdeEOzX8RIRnQhj, https://lh5.googleusercontent.com/p/AF1QipOl-JsmKc3e3-IIioWvz_w5Crf7xat63_d6FZcV, "
Hủ Tiếu Sáu Sen,108/9 Trần Hưng Đạo,"3,8",720,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMu7phgeVJaubHed6LVaFKBL50-BmP0MGb8sgit, https://lh5.googleusercontent.com/p/AF1QipM1-F2eA34se6FrpgIlkoMvX-U2Y0-QJ9HYGOUB, "
Quán Cơm Cây Me,"30-48, ĐT864","3,7",140,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNilfxU2ofrB12ZUzw9RhL3vVQGPWdyh5IcBDQ-, https://lh5.googleusercontent.com/p/AF1QipOytoVOllkzkbC_juf8g3lunl_MPubevxpcq8tD, "
Quán Ăn Vương Phú,C823+4VR,"3,4",199,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipN5-7_E7SXIlull29cTv6c1aOmHFCuRT6ULuEhq, https://lh5.googleusercontent.com/p/AF1QipOZ0GTjD27N5APKnE3NozjFoEA601kMyLqzniHB, "
Hủ Tiếu Mực Trinh,Bến Tre,"4,3",18,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPCRElJbU2egXtn8jCU1kM0QN6YDE_m8KKY7DHF, https://lh5.googleusercontent.com/p/AF1QipOmnG5NElzN4ul13ykcef3i6Rnd3a6nA3wnIZ4e, "
Lẩu ếch Đông Đô,Đ. Đoàn Thị Nghiệp,"4,0",561,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipObX7MtfMD0hLJUjdOQ_wSnDeB7tKQQnVEjZ94i, https://lh5.googleusercontent.com/p/AF1QipO2-KHtHeD7gfzqnoI43ZcugWZz7NX6wfalCrb5, "
Quán Ốc Vũ Mập 283,283 Tết Mậu Thân,"3,9",945,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipPF-SWaQeXDjOQPCoAXcQ3L4UZ7zmqOC0hOZQ34, https://lh5.googleusercontent.com/p/AF1QipPrCghNFc43H_h2vXJuMuRRlvFyCAy2rzUpupx4, "
Quán Hải Sản Đài Trang - Quán Ăn Gia Đình,Tiền Giang,"4,1",24,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOlmLJidwY0wfj8axe2bLVg55uG2htTGGKpy0F7, https://lh5.googleusercontent.com/p/AF1QipOWtA2KMaMMGF1xhpw78L3Lo9TK-vIz5RARuMMM, "
Quán Hải Sản Bà 7 Vũng Tàu,207 Nguyễn Công Bình,"4,1",134,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipOMIzFb5rlUiVTQkT9jBajyk4xmrbnJ4P5PTilT, https://lh5.googleusercontent.com/p/AF1QipOhbBCTottKqS-Wjh__Gra3LSucwLpTYV5-yYyP, "
Ẩm thực sinh thái Hương Sen,220 QL50,"3,7",389,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipM67f09up1T84hOQOrcEskn957ilK94KAa0Lhn1, https://lh5.googleusercontent.com/p/AF1QipNOjC-H-WpPrtr4wAw9Q2RCyU39FKH9wPTZydgO, "
Tiệm ăn Hương Ký,"C8FF+QVG, ĐT878","3,4",74,None,1-100.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipNMsVUzRlC2B2kSzuHImLhzK1Q7nQnEieqSMmZI, https://lh5.googleusercontent.com/p/AF1QipOJgewfa8GZ6_MOotD5fEKz3WjWAlX9bnVmDBh8, "
Quán Lẩu Nhã,9966+J47,"3,9",168,None,100.000-200.000 ₫,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipMV9WY_oKUG85dmlsuvIWErzwhz5yW4C-dnwvyb, https://lh5.googleusercontent.com/p/AF1QipP7k8MNJM9maIC7zeds7bYspE1Uzc11-RajeCMO, "
Nhà Hàng Hương Việt,98R3+XR6,"3,6",964,None,None,Tiền Giang,"https://lh5.googleusercontent.com/p/AF1QipN_SlkOpkwJNC78Gf1v8tyESe47A1WnNOxzCxft, https://lh5.googleusercontent.com/p/AF1QipPgGiQINsRBsSmms6Vn5sApFM71gDYO3vpjm8OO, "
